timing_mode,checkpoint_id,revision_target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
exact,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.8400344207902792,0.1379643409208686,0.0,79,11,False
exact,pre_second,DELTA_TS,revision_dfm_kalman_em,0.3613388294922605,0.2380455931573627,-0.0505159173941178,0.8858163253192084,0.0933114126193579,0.569620253164557,79,11,True
exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,80,11,False
pseudo,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.8400344207902792,0.1379643409208686,0.0,79,11,False
pseudo,pre_second,DELTA_TS,revision_dfm_kalman_em,0.3613356130062197,0.2380162655531452,-0.0505438042262621,0.8858084401554437,0.09329406335427,0.569620253164557,79,11,True
pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,80,11,False
