subsample,timing_mode,checkpoint_id,revision_target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
full_sample,exact,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5696627235545563,0.3997025316455695,-0.0657987341772152,0.8400344207902793,,0.0,79,11,False
full_sample,exact,pre_second,DELTA_TS,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.3613823734957444,0.23798607594936708,-0.05443417721518987,0.8859230727429768,,0.0,79,11,False
full_sample,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.338732745080212,1.05551,-0.03200500000000002,0.4418842591767559,,0.0,80,11,False
full_sample,pseudo,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5696627235545563,0.3997025316455695,-0.0657987341772152,0.8400344207902793,,0.0,79,11,False
full_sample,pseudo,pre_second,DELTA_TS,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.3613823734957444,0.23798607594936708,-0.05443417721518987,0.8859230727429768,,0.0,79,11,False
full_sample,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.338732745080212,1.05551,-0.03200500000000002,0.4418842591767559,,0.0,80,11,False
exclude_pandemic,exact,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.5467056680201171,0.37411430616526353,0.06138331423678463,0.894354286534917,,0.6883116883116883,77,11,False
exclude_pandemic,exact,pre_second,DELTA_TS,monthly_mixed_frequency_kalman_em,0.3612732786719548,0.24872382778379648,0.02005509826590627,0.8913381993010724,,0.5714285714285714,77,11,False
exclude_pandemic,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.2898514041328908,1.0207653846153844,0.028983333333333274,0.5505138212188896,,0.0,78,11,False
exclude_pandemic,pseudo,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.5462986608740269,0.3733496620667165,0.06141065533020854,0.8936884646730834,,0.6883116883116883,77,11,False
exclude_pandemic,pseudo,pre_second,DELTA_TS,monthly_mixed_frequency_kalman_em,0.3603235387251992,0.2471499320409858,0.01834581788243617,0.8889949883748246,,0.5714285714285714,77,11,False
exclude_pandemic,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.2898514041328908,1.0207653846153844,0.028983333333333274,0.5505138212188896,,0.0,78,11,False
pre_gfc,exact,pre_advance,DELTA_SA,joint_indicator_revision_dfm_full_kalman_em,0.5160803721764321,0.42020581023503456,-0.10241458126523117,0.8251377326647086,,0.9166666666666666,12,11,True
pre_gfc,exact,pre_second,DELTA_TS,joint_indicator_revision_dfm_full_kalman_em,0.19432358069299474,0.15288299835045746,0.0019230566680819945,0.8760996543010082,,0.4166666666666667,12,11,True
pre_gfc,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.3369596830744996,1.1751916666666666,0.367125,0.8026776309806205,,0.0,12,11,False
pre_gfc,pseudo,pre_advance,DELTA_SA,joint_indicator_revision_dfm_full_kalman_em,0.5160805518811663,0.4202062359375296,-0.10241500696772621,0.8251380199865386,,0.9166666666666666,12,11,True
pre_gfc,pseudo,pre_second,DELTA_TS,joint_indicator_revision_dfm_full_kalman_em,0.19432577025482944,0.1528843694006137,0.0019244277182382,0.8761095258480412,,0.4166666666666667,12,11,True
pre_gfc,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.3369596830744996,1.1751916666666666,0.367125,0.8026776309806205,,0.0,12,11,False
gfc_and_recovery,exact,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.7078932795291846,0.4893104672934096,0.1956876573016085,0.8762933343486148,,0.6785714285714286,28,11,False
gfc_and_recovery,exact,pre_second,DELTA_TS,monthly_mixed_frequency_kalman_em,0.5038903706035078,0.3426420338076558,0.08484610455640625,0.8501533848251572,,0.5357142857142857,28,11,False
gfc_and_recovery,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.471978888508353,1.2314964285714287,0.20596071428571427,0.621896476520655,,0.0,28,11,False
gfc_and_recovery,pseudo,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.707232719044361,0.48786602166373644,0.19603041811999697,0.8754756337622073,,0.6785714285714286,28,11,False
gfc_and_recovery,pseudo,pre_second,DELTA_TS,monthly_mixed_frequency_kalman_em,0.5039167886705553,0.3426667628501166,0.08481340824468288,0.8501979568400859,,0.5357142857142857,28,11,False
