model_id,timing_mode,checkpoint_id,target_id,n_forecasts,RMSE,MAE,bias,relative_RMSFE,DM_test,sign_accuracy,convergence_rate,mean_iterations,mean_llf_relative_last_improvement,median_llf_relative_last_improvement,max_llf_relative_last_improvement,mean_numerical_guard_event_count,max_numerical_guard_event_count
ar,exact,pre_advance,A,12,1.7654191514099524,1.2051614519067104,0.4652917545569501,1.0,1.0,0.8333333333333334,1.0,0.0,,,,0.0,0.0
bridge,exact,pre_advance,A,12,2.7285847959960545,2.0144923652753204,-0.1362445509224777,1.5455733522641746,0.10028274473631736,0.75,1.0,0.0,,,,0.0,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,12,2.644364760251176,1.7149199343745367,0.5815962048918369,1.4978679471893424,0.1647041397486749,0.8333333333333334,0.5833333333333334,44.166666666666664,0.00018575480996814995,9.894284573671742e-05,0.0004290024941063522,0.0,0.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,12,2.557127571980245,1.6795495260359037,0.45674092358100404,1.4484535131149985,0.11955960404317761,0.8333333333333334,0.6666666666666666,44.416666666666664,0.00013514940575428625,9.477846586773892e-05,0.0003836672873515902,0.0,0.0
midas_umidas,exact,pre_advance,A,12,3.566509670384565,2.4960294912618424,0.13164756251076767,2.0202056081334403,0.17360206840366177,0.5833333333333334,1.0,0.0,,,,0.0,0.0
monthly_mixed_frequency_kalman_em,exact,pre_advance,A,12,2.824731403176868,2.0998132068728386,0.41443632658256924,1.6000344172775602,0.06657959956450395,0.8333333333333334,1.0,28.583333333333332,9.431670360387908e-05,9.448204234813743e-05,9.992598888191642e-05,0.0,0.0
no_revision,exact,pre_advance,A,12,1.8557182512354309,1.3020311029988418,0.4314420060076449,1.0511488162759315,0.06284479855760862,0.8333333333333334,1.0,0.0,,,,0.0,0.0
release_dfm,exact,pre_advance,A,12,2.9973948916502517,1.8630701304806812,0.613155092474115,1.697837530116506,0.18157809506493366,0.8333333333333334,1.0,0.0,,,,0.0,0.0
revision_dfm_kalman_em,exact,pre_advance,A,12,2.7615700382462234,1.9442765651722447,0.421651011041922,1.5642574376972713,0.11060684173745451,0.8333333333333334,1.0,27.75,9.499212188469112e-05,9.545657424124717e-05,9.936485098632265e-05,0.0,0.0
standard_dfm,exact,pre_advance,A,12,2.9973948916502517,1.8630701304806812,0.613155092474115,1.697837530116506,0.18157809506493366,0.8333333333333334,1.0,0.0,,,,0.0,0.0
ar,exact,pre_second,S,12,1.80636785450895,1.2556746654369537,0.5226897566497067,1.0,1.0,0.8333333333333334,1.0,0.0,,,,0.0,0.0
bridge,exact,pre_second,S,12,2.6539049413862896,1.767629239547744,-0.1576145639371086,1.469194070721402,0.13334761470761708,0.75,1.0,0.0,,,,0.0,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,12,0.3971297559191015,0.2833273473739694,0.0496791126920594,0.21984987992772864,0.05062709967295905,1.0,0.5,45.5,0.00020840440904435983,0.000141648300780437,0.0004955239560942822,0.0,0.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,12,0.3605741497850844,0.28539653663361647,0.058898800329871694,0.19961280250035462,0.05798470921858653,1.0,0.5833333333333334,45.5,0.00014671092612562208,9.565476196755112e-05,0.00042787796611970313,0.0,0.0
midas_umidas,exact,pre_second,S,12,1.1787194890766577,0.8816955370922989,0.24132669151321617,0.6525356870885445,0.33626637228881,1.0,1.0,0.0,,,,0.0,0.0
monthly_mixed_frequency_kalman_em,exact,pre_second,S,12,0.2771162923930014,0.20333477490671437,0.07941307533579117,0.15341077494336486,0.05046657861940434,1.0,1.0,28.583333333333332,9.37581198711988e-05,9.344417099474332e-05,9.848143660208904e-05,0.0,0.0
no_revision,exact,pre_second,S,12,0.2421589698249203,0.20819999999999997,-0.028850000000000004,0.13405850265794822,0.053174252227186095,1.0,1.0,0.0,,,,0.0,0.0
release_dfm,exact,pre_second,S,12,0.25824265369859845,0.20809681374697378,0.0750628068759998,0.14296238335618527,0.054355575624714374,1.0,1.0,0.0,,,,0.0,0.0
revision_dfm_kalman_em,exact,pre_second,S,12,0.23529572605345483,0.17377517565540823,0.08612593690734237,0.13025903083146845,0.05366373055846938,1.0,1.0,27.333333333333332,9.533623275704378e-05,9.551111538095696e-05,9.99196111849942e-05,0.0,0.0
standard_dfm,exact,pre_second,S,12,3.092752758762728,1.8027055035476929,0.7445227225211343,1.7121389483558285,0.22538242379255452,0.8333333333333334,1.0,0.0,,,,0.0,0.0
ar,exact,pre_third,T,12,1.7787008830053102,1.2297530640953738,0.4850208055197349,1.0,1.0,0.8333333333333334,1.0,0.0,,,,0.0,0.0
bridge,exact,pre_third,T,12,2.445114201294465,1.7479392740145376,-0.19865748458532143,1.3746629490413118,0.06684580808564226,0.75,1.0,0.0,,,,0.0,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,12,0.2711694028655704,0.19347128629902477,-0.10742185071649564,0.15245362807005525,0.07479829543696422,1.0,0.5833333333333334,41.916666666666664,0.00019882861863947096,9.664001475908135e-05,0.0006046390317838861,0.0,0.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,12,0.2762059542509184,0.19528699154529994,-0.10457684357500174,0.15528521793064956,0.07514658232265818,1.0,0.75,42.666666666666664,0.00013860528717935794,9.538721273888673e-05,0.00045633081628191166,0.0,0.0
midas_umidas,exact,pre_third,T,12,1.0164641102995218,0.8501675648173764,-0.41667279646515915,0.5714643310808359,0.18138063429777024,1.0,1.0,0.0,,,,0.0,0.0
monthly_mixed_frequency_kalman_em,exact,pre_third,T,12,0.2664730985696655,0.19327863790540553,-0.05929852205301028,0.1498133278707491,0.07408400504727643,1.0,1.0,28.416666666666668,9.410643926920017e-05,9.384653832010424e-05,9.999501178685107e-05,0.0,0.0
no_revision,exact,pre_third,T,12,0.26819747854892295,0.18639166666666665,-0.10955833333333337,0.15078278822000352,0.07466744585407076,1.0,1.0,0.0,,,,0.0,0.0
release_dfm,exact,pre_third,T,12,0.2622054083586539,0.18069781823296052,-0.03387966068116018,0.14741399797116483,0.07409982425274576,1.0,1.0,0.0,,,,0.0,0.0
revision_dfm_kalman_em,exact,pre_third,T,12,0.26906538337363756,0.18604599503806316,-0.10160909153662744,0.1512707313210651,0.07475026030814584,1.0,1.0,27.5,9.482243245774474e-05,9.463061706674005e-05,9.899459288343925e-05,0.0,0.0
standard_dfm,exact,pre_third,T,12,3.0209640145847705,1.786596432371609,0.6318237465785966,1.6984103642432113,0.2060978216154264,0.8333333333333334,1.0,0.0,,,,0.0,0.0
ar,pseudo,pre_advance,A,12,1.7654191514099524,1.2051614519067104,0.4652917545569501,1.0,1.0,0.8333333333333334,1.0,0.0,,,,0.0,0.0
bridge,pseudo,pre_advance,A,12,2.719390256560005,1.9668685723518482,-0.05779953303264131,1.540365218304199,0.12295426892027503,0.75,1.0,0.0,,,,0.0,0.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,12,2.631035990165787,1.7012479773342017,0.6131164732030027,1.4903180290439861,0.17363964788485403,0.8333333333333334,0.5833333333333334,44.416666666666664,0.00017593843752384706,9.241075876705178e-05,0.00042845090312039854,0.0,0.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,12,2.5503559708392447,1.6803577097263178,0.4702030839005773,1.4446178227999862,0.12381599730875753,0.8333333333333334,0.6666666666666666,44.333333333333336,0.0001254430549138425,9.433414174472613e-05,0.00034296194360817166,0.0,0.0
midas_umidas,pseudo,pre_advance,A,12,3.5290158748869644,2.4992822026164765,0.14207093897659576,1.9989677080757366,0.1782030330526486,0.5833333333333334,1.0,0.0,,,,0.0,0.0
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,12,2.8249467629985174,2.0994941056065444,0.41474834431130264,1.6001564052040407,0.06686791024447976,0.8333333333333334,1.0,28.583333333333332,9.438332366821335e-05,9.464055731008136e-05,9.994961427105885e-05,0.0,0.0
no_revision,pseudo,pre_advance,A,12,1.8557182512354309,1.3020311029988418,0.4314420060076449,1.0511488162759315,0.06284479855760862,0.8333333333333334,1.0,0.0,,,,0.0,0.0
release_dfm,pseudo,pre_advance,A,12,2.991440691775283,1.8296848304237816,0.6805930626328327,1.6944648467114274,0.19543307177776312,0.8333333333333334,1.0,0.0,,,,0.0,0.0
revision_dfm_kalman_em,pseudo,pre_advance,A,12,2.747474236181439,1.9175510412836765,0.44409418656783667,1.5562730437058916,0.1202509903731878,0.8333333333333334,1.0,27.75,9.513722525198106e-05,9.545883587944724e-05,9.937130200580004e-05,0.0,0.0
standard_dfm,pseudo,pre_advance,A,12,2.991440691775283,1.8296848304237816,0.6805930626328327,1.6944648467114274,0.19543307177776312,0.8333333333333334,1.0,0.0,,,,0.0,0.0
ar,pseudo,pre_second,S,12,1.80636785450895,1.2556746654369537,0.5226897566497067,1.0,1.0,0.8333333333333334,1.0,0.0,,,,0.0,0.0
bridge,pseudo,pre_second,S,12,2.641525824642671,1.7711097679699084,-0.1769376545310969,1.4623410276312483,0.14165436843948365,0.75,1.0,0.0,,,,0.0,0.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,12,0.39710927807448415,0.28321309859942867,0.04987759052953269,0.21983854345239986,0.050624757310139795,1.0,0.5,45.416666666666664,0.00021201306102772076,0.00014097301484705752,0.0005143644870254637,0.0,0.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,S,12,0.36159973036961296,0.28689301745187595,0.05928206717022153,0.20018056093447897,0.05805684982949266,1.0,0.5833333333333334,45.5,0.00014739084792920074,9.572502920782906e-05,0.0004370192643732766,0.0,0.0
midas_umidas,pseudo,pre_second,S,12,1.185701136523129,0.8855483407343961,0.24726775674487478,0.6564007068457572,0.34261485555372073,1.0,1.0,0.0,,,,0.0,0.0
monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,12,0.27709091891182663,0.20333709856187418,0.07940470513687181,0.15339672825785095,0.05046563379043303,1.0,1.0,28.583333333333332,9.372632370715985e-05,9.333545536690685e-05,9.827650753848645e-05,0.0,0.0
no_revision,pseudo,pre_second,S,12,0.2421589698249203,0.20819999999999997,-0.028850000000000004,0.13405850265794822,0.053174252227186095,1.0,1.0,0.0,,,,0.0,0.0
release_dfm,pseudo,pre_second,S,12,0.2582642308257391,0.2081058876889723,0.07512860717088886,0.14297432839112753,0.054356826629008384,1.0,1.0,0.0,,,,0.0,0.0
