model_id,timing_mode,checkpoint_id,n_matrices,share_psd,max_asymmetry,min_eigenvalue_min,min_eigenvalue_median,max_eigenvalue_median
indicator_revision_only_dfm_kalman_em,exact,pre_advance,80,1.0,0.0,0.0635407517152324,0.06720575365822605,14.765776947623348
indicator_revision_only_dfm_kalman_em,exact,pre_second,80,1.0,0.0,0.0610701444641804,0.0647519739269938,4.9201433061106234
indicator_revision_only_dfm_kalman_em,exact,pre_third,80,1.0,0.0,0.0276057781947408,0.0428332439951609,4.454198264659376
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,80,1.0,0.0,0.0634971283722435,0.0672057730000915,14.773705897894386
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,80,1.0,0.0,0.0609842022568545,0.0647519739269938,4.9201433061106234
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,80,1.0,0.0,0.0276061151335129,0.04283269552982305,4.4541982947873615
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,80,1.0,8.881784197001252e-16,0.0611239233539665,0.0649066032047981,13.979957702909944
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,80,1.0,1.1102230246251563e-16,0.060933266254839,0.0645705756423343,4.91823663749417
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,80,1.0,5.551115123125783e-17,0.0317808929992212,0.047515708943600646,4.477360398541844
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,80,1.0,8.881784197001252e-16,0.0610687051572612,0.0649044728243918,13.928951938670476
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,80,1.0,1.1102230246251563e-16,0.0609312875820096,0.06462788426780794,4.91823663749417
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,80,1.0,5.551115123125783e-17,0.0317814868779546,0.04742274604658265,4.4773605822072895
monthly_mixed_frequency_kalman_em,exact,pre_advance,80,1.0,0.0,0.0604256008828082,0.0642716396090363,17.720210112375746
monthly_mixed_frequency_kalman_em,exact,pre_second,80,1.0,0.0,0.0575699099330583,0.06292091083061095,5.3647272682702924
monthly_mixed_frequency_kalman_em,exact,pre_third,80,1.0,0.0,0.057308107523174,0.06257401929627596,4.80786528268975
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,80,1.0,0.0,0.060425814592539,0.0642801681425095,17.709478006172837
monthly_mixed_frequency_kalman_em,pseudo,pre_second,80,1.0,0.0,0.057570018449925,0.06292059871138395,5.364624685748677
monthly_mixed_frequency_kalman_em,pseudo,pre_third,80,1.0,0.0,0.0573403499151624,0.0625706701140505,4.8078597963492244
revision_dfm_kalman_em,exact,pre_advance,80,1.0,1.7763568394002505e-15,0.0626336260948221,0.0662985856614258,16.64592072467735
revision_dfm_kalman_em,exact,pre_second,80,1.0,1.1102230246251563e-16,0.0623035982985265,0.065749933153079,4.921028632050091
revision_dfm_kalman_em,exact,pre_third,80,1.0,2.7755575615628914e-17,0.0406444438425132,0.0518669155355641,4.474436676213514
revision_dfm_kalman_em,pseudo,pre_advance,80,1.0,1.7763568394002505e-15,0.0625675423624679,0.0662984745076587,16.67062432785046
revision_dfm_kalman_em,pseudo,pre_second,80,1.0,1.1102230246251563e-16,0.0623036405706429,0.06574989265996181,4.921028632050091
revision_dfm_kalman_em,pseudo,pre_third,80,1.0,5.551115123125783e-17,0.0406443392164166,0.051866931840953104,4.474436823087533
