vintage_date
1996-11-15
1996-12-13
1997-01-15
1997-02-14
1997-03-14
1997-04-15
1997-05-14
1997-06-13
1997-07-16
1997-08-14
1997-09-16
1997-10-16
1997-11-18
1997-12-12
1998-01-15
1998-02-13
1998-03-13
1998-04-15
1998-05-14
1998-06-12
1998-07-15
1998-08-14
1998-09-16
1998-10-15
1998-11-17
1998-12-15
1999-01-15
1999-02-12
1999-03-12
1999-04-14
1999-05-14
1999-06-14
1999-07-15
1999-08-13
1999-09-15
1999-10-15
1999-11-15
1999-12-15
2000-01-11
2000-02-14
2000-03-15
2000-04-14
2000-05-12
2000-06-14
2000-07-17
2000-08-14
2000-09-15
2000-10-16
2000-11-15
2000-12-14
2001-01-16
2001-02-14
2001-03-14
2001-04-13
2001-05-14
2001-06-14
2001-07-16
2001-08-15
2001-09-17
2001-10-15
2001-11-15
2001-12-14
2002-01-16
2002-02-14
2002-03-14
2002-04-15
2002-05-15
2002-06-14
2002-07-15
2002-08-14
2002-09-16
2002-10-15
2002-11-15
2002-12-13
2003-01-15
2003-02-14
2003-03-14
2003-04-14
2003-05-15
2003-06-12
2003-07-16
2003-08-13
2003-09-15
2003-10-16
2003-11-17
2003-12-11
2004-01-16
2004-02-12
2004-03-12
2004-04-13
2004-05-14
2004-06-15
2004-07-15
2004-08-12
2004-09-15
2004-10-15
2004-11-12
2004-12-13
2005-01-14
2005-02-15
2005-03-15
2005-04-14
2005-05-13
2005-06-15
2005-07-15
2005-08-11
2005-09-15
2005-10-14
2005-11-16
2005-12-13
2006-01-13
2006-02-14
2006-03-14
2006-04-13
2006-05-11
2006-06-13
2006-07-14
2006-08-11
2006-09-14
2006-10-13
2006-11-14
2006-12-13
2007-01-12
2007-02-14
2007-03-13
2007-04-16
2007-05-11
2007-06-13
2007-07-13
2007-08-13
2007-09-14
2007-10-12
2007-11-14
2007-12-13
2008-01-15
2008-02-13
2008-03-13
2008-04-14
2008-05-13
2008-06-12
2008-07-15
2008-08-13
2008-09-12
2008-10-15
2008-11-14
2008-12-12
2009-01-14
2009-02-12
2009-03-12
2009-04-14
2009-05-13
2009-06-11
2009-07-14
2009-08-13
2009-09-15
2009-10-14
2009-11-16
2009-11-17
2009-12-11
2010-01-14
2010-01-28
2010-02-12
2010-03-12
2010-04-14
2010-05-14
2010-06-11
2010-07-14
2010-08-13
2010-09-14
2010-10-15
2010-11-15
2010-12-14
2011-01-14
2011-02-15
2011-03-11
2011-04-13
2011-05-12
2011-06-14
2011-07-14
2011-08-12
2011-09-14
2011-10-14
2011-11-15
2011-12-13
2012-01-12
2012-02-14
2012-03-13
2012-04-16
2012-05-15
2012-06-13
2012-07-16
2012-08-14
2012-09-14
2012-10-15
2012-11-14
2012-12-13
2013-01-15
2013-02-13
2013-03-13
2013-04-12
2013-05-13
2013-06-13
2013-07-15
2013-08-13
2013-09-13
2013-10-29
2013-11-20
2013-12-12
2014-01-14
2014-02-13
2014-03-13
2014-04-14
2014-05-13
2014-06-12
2014-07-15
2014-08-13
2014-09-12
2014-10-15
2014-11-14
2014-12-11
2015-01-14
2015-02-12
2015-03-12
2015-04-14
2015-05-13
2015-06-11
2015-07-14
2015-08-13
2015-09-15
2015-10-14
2015-11-13
2015-12-11
2016-01-15
2016-02-12
2016-03-15
2016-04-13
2016-05-13
2016-06-14
2016-07-15
2016-08-12
2016-09-15
2016-10-14
2016-11-15
2016-12-14
2017-01-13
2017-02-15
2017-03-15
2017-04-14
2017-05-12
2017-06-14
2017-07-14
2017-08-15
2017-09-15
2017-10-13
2017-11-15
2017-12-14
2018-01-12
2018-02-14
2018-03-14
2018-04-16
2018-05-15
2018-06-14
2018-07-16
2018-08-15
2018-09-14
2018-10-15
2018-11-15
2018-12-14
2019-02-14
2019-03-11
2019-04-01
2019-04-18
2019-05-15
2019-06-14
2019-07-16
2019-08-15
2019-09-13
2019-10-16
2019-11-15
2019-12-13
2020-01-16
2020-02-14
2020-03-17
2020-04-15
2020-05-15
2020-06-16
2020-07-16
2020-08-14
2020-09-16
2020-10-16
2020-11-17
2020-12-16
2021-01-15
2021-02-17
2021-03-16
2021-04-15
2021-05-14
2021-06-15
2021-07-16
2021-08-17
2021-09-16
2021-10-15
2021-11-16
2021-12-15
2022-01-14
2022-02-16
2022-03-16
2022-04-14
2022-05-17
2022-06-15
2022-07-15
2022-08-17
2022-09-15
2022-10-14
2022-11-16
2022-12-15
2023-01-18
2023-02-15
2023-03-15
2023-04-14
2023-05-16
2023-06-15
2023-07-18
2023-08-15
2023-09-14
2023-10-17
2023-11-15
2023-12-14
2024-01-17
2024-02-15
2024-03-14
2024-04-15
2024-05-15
2024-06-18
2024-07-16
2024-08-15
2024-09-17
2024-10-17
2024-11-15
2024-12-17
2025-01-16
2025-02-14
2025-03-17
2025-04-16
2025-05-15
2025-06-17
2025-07-17
2025-08-15
2025-09-16
2025-11-25
2025-12-16
2026-01-14
2026-02-10
2026-03-06
2026-04-01
2026-04-21
