vintage_date
1958-12-21
1959-02-19
1959-05-15
1959-07-19
1959-08-18
1959-11-13
1960-02-16
1960-05-11
1960-07-22
1960-08-23
1960-11-20
1961-02-19
1961-05-18
1961-07-19
1961-08-18
1961-11-21
1962-02-24
1962-05-18
1962-07-20
1962-08-14
1962-11-20
1963-02-20
1963-05-21
1963-07-22
1963-08-16
1963-11-18
1964-01-17
1964-05-18
1964-07-16
1964-08-18
1964-11-18
1965-02-17
1965-05-14
1965-08-19
1965-11-15
1966-01-13
1966-02-15
1966-05-20
1966-07-15
1966-08-11
1966-11-10
1967-01-13
1967-05-17
1967-07-17
1967-08-14
1967-11-17
1968-01-16
1968-02-15
1968-05-16
1968-07-18
1968-08-15
1968-11-18
1969-01-14
1969-02-14
1969-05-16
1969-07-17
1969-08-14
1969-11-14
1970-01-16
1970-02-13
1970-04-17
1970-05-15
1970-07-17
1970-08-14
1970-10-15
1970-11-13
1971-01-18
1971-02-12
1971-04-15
1971-05-13
1971-07-16
1971-08-20
1971-10-22
1971-11-18
1972-01-14
1972-01-21
1972-02-18
1972-04-19
1972-05-18
1972-07-21
1972-08-18
1972-10-19
1973-01-19
1973-02-20
1973-04-19
1973-05-17
1973-07-19
1973-08-17
1973-10-18
1973-11-16
1974-01-17
1974-02-20
1974-04-18
1974-05-17
1974-07-18
1974-08-22
1974-10-17
1974-11-15
1975-01-16
1975-02-20
1975-04-16
1975-05-20
1975-07-17
1975-08-21
1975-10-20
1975-11-20
1976-01-16
1976-01-20
1976-02-19
1976-04-19
1976-05-20
1976-07-20
1976-08-19
1976-10-19
1976-11-18
1977-01-18
1977-02-18
1977-04-20
1977-05-19
1977-07-21
1977-08-19
1977-10-19
1977-11-17
1977-12-20
1978-01-19
1978-02-21
1978-03-20
1978-04-19
1978-05-18
1978-06-20
1978-07-21
1978-08-18
1978-09-20
1978-10-20
1978-11-21
1978-12-20
1979-01-18
1979-02-22
1979-03-20
1979-04-19
1979-05-18
1979-06-20
1979-07-20
1979-08-17
1979-09-19
1979-10-16
1979-11-20
1980-01-18
1980-02-22
1980-03-19
1980-04-18
1980-05-20
1980-06-18
1980-07-18
1980-08-19
1980-09-19
1980-10-17
1980-11-19
1980-12-23
1981-01-21
1981-02-19
1981-03-18
1981-04-20
1981-05-19
1981-06-18
1981-07-22
1981-08-19
1981-09-18
1981-10-20
1981-11-19
1981-12-18
1982-01-20
1982-02-22
1982-03-19
1982-04-21
1982-05-19
1982-06-21
1982-07-21
1982-08-19
1982-09-21
1982-10-20
1982-11-19
1982-12-21
1983-01-19
1983-02-22
1983-03-21
1983-04-20
1983-05-19
1983-06-21
1983-07-21
1983-08-19
1983-09-21
1983-10-20
1983-11-22
1983-12-21
1984-01-20
1984-02-17
1984-03-20
1984-04-19
1984-05-18
1984-06-20
1984-07-23
1984-08-20
1984-09-20
1984-10-19
1984-11-20
1984-12-19
1985-01-22
1985-02-21
1985-04-18
1985-05-21
1985-06-20
1985-07-18
1985-08-20
1985-09-20
1985-10-17
1985-11-20
1985-12-20
1986-01-22
1986-02-20
1986-03-19
1986-04-17
1986-05-20
1986-06-18
1986-07-22
1986-08-19
1986-09-18
1986-10-22
1986-11-19
1986-12-17
1987-01-22
1987-02-19
1987-03-18
1987-04-23
1987-05-22
1987-06-17
1987-07-24
1987-08-21
1987-09-18
1987-10-23
1987-11-24
1987-12-17
1988-01-27
1988-02-25
1988-03-23
1988-04-26
1988-05-26
1988-06-23
1988-07-27
1988-08-25
1988-09-20
1988-10-26
1988-11-29
1988-12-20
1989-01-27
1989-02-28
1989-03-23
1989-04-26
1989-05-25
1989-06-22
1989-07-27
1989-08-29
1989-09-21
1989-10-26
1989-11-29
1989-12-20
1990-01-26
1990-02-28
1990-03-28
1990-04-27
1990-05-24
1990-06-21
1990-07-27
1990-08-24
1990-09-25
1990-10-30
1990-11-28
1990-12-19
1991-01-25
1991-02-27
1991-03-27
1991-04-26
1991-05-29
1991-06-26
1991-07-26
1991-08-28
1991-09-26
1991-10-29
1991-12-04
1991-12-20
1992-01-29
1992-02-28
1992-03-26
1992-04-28
1992-05-29
1992-06-25
1992-07-30
1992-08-27
1992-09-24
1992-10-27
1992-12-22
1993-01-28
1993-02-26
1993-03-26
1993-04-29
1993-06-23
1993-07-29
1993-08-31
1993-09-29
1993-10-28
1993-12-01
1994-01-28
1994-03-01
1994-03-31
1994-04-28
1994-05-27
1994-06-29
1994-07-29
1994-08-26
1994-09-29
1994-10-28
1994-11-30
1994-12-22
1995-01-27
1995-03-01
1995-03-31
1995-04-28
1995-05-31
