model_id,timing_mode,checkpoint_id,outcome_id,threshold_abs_revision,n_obs,sign_accuracy,balanced_accuracy,sensitivity,specificity,precision,actual_positive_pred_positive,actual_positive_pred_nonpositive,actual_negative_pred_positive,actual_negative_pred_nonpositive,mean_abs_realized_revision,mean_abs_forecast_revision
ar,exact,pre_advance,DELTA_SA,0.0,77,0.5324675324675324,0.4723404255319149,0.7446808510638298,0.2,0.5932203389830508,35,12,24,6,0.39431818181818185,0.2205430953575319
ar,exact,pre_advance,DELTA_SA,0.1,60,0.5,0.4513888888888889,0.6944444444444444,0.20833333333333334,0.5681818181818182,25,11,19,5,0.4930366666666667,0.22554911265382432
ar,exact,pre_advance,DELTA_SA,0.2,51,0.5686274509803921,0.506578947368421,0.75,0.2631578947368421,0.631578947368421,24,8,14,5,0.5549509803921567,0.230699762304151
ar,exact,pre_second,DELTA_TS,0.0,77,0.5974025974025974,0.5375886524822695,0.8085106382978723,0.26666666666666666,0.6333333333333333,38,9,22,8,0.2351532467532467,0.12948231972429577
ar,exact,pre_second,DELTA_TS,0.1,49,0.6122448979591837,0.5238970588235294,0.8125,0.23529411764705882,0.6666666666666666,26,6,13,4,0.3465244897959183,0.13563013751121214
ar,exact,pre_second,DELTA_TS,0.2,36,0.6666666666666666,0.5538461538461539,0.8076923076923077,0.3,0.75,21,5,7,3,0.4171083333333333,0.1530580104548606
ar,exact,pre_third,DELTA_MT,0.0,78,0.44871794871794873,0.44539473684210523,0.575,0.3157894736842105,0.46938775510204084,23,17,26,12,1.0207653846153844,0.977862321589168
ar,exact,pre_third,DELTA_MT,0.1,73,0.410958904109589,0.4125375375375375,0.5277777777777778,0.2972972972972973,0.4222222222222222,19,17,26,11,1.0881534246575342,0.9524543778701978
ar,exact,pre_third,DELTA_MT,0.2,66,0.42424242424242425,0.4209558823529412,0.5294117647058824,0.3125,0.45,18,16,22,10,1.1870863636363636,1.0221880592586379
ar,pseudo,pre_advance,DELTA_SA,0.0,77,0.5324675324675324,0.4723404255319149,0.7446808510638298,0.2,0.5932203389830508,35,12,24,6,0.39431818181818185,0.2205430953575319
ar,pseudo,pre_advance,DELTA_SA,0.1,60,0.5,0.4513888888888889,0.6944444444444444,0.20833333333333334,0.5681818181818182,25,11,19,5,0.4930366666666667,0.22554911265382432
ar,pseudo,pre_advance,DELTA_SA,0.2,51,0.5686274509803921,0.506578947368421,0.75,0.2631578947368421,0.631578947368421,24,8,14,5,0.5549509803921567,0.230699762304151
ar,pseudo,pre_second,DELTA_TS,0.0,77,0.5974025974025974,0.5375886524822695,0.8085106382978723,0.26666666666666666,0.6333333333333333,38,9,22,8,0.2351532467532467,0.12948231972429577
ar,pseudo,pre_second,DELTA_TS,0.1,49,0.6122448979591837,0.5238970588235294,0.8125,0.23529411764705882,0.6666666666666666,26,6,13,4,0.3465244897959183,0.13563013751121214
ar,pseudo,pre_second,DELTA_TS,0.2,36,0.6666666666666666,0.5538461538461539,0.8076923076923077,0.3,0.75,21,5,7,3,0.4171083333333333,0.1530580104548606
ar,pseudo,pre_third,DELTA_MT,0.0,78,0.44871794871794873,0.44539473684210523,0.575,0.3157894736842105,0.46938775510204084,23,17,26,12,1.0207653846153844,0.977862321589168
ar,pseudo,pre_third,DELTA_MT,0.1,73,0.410958904109589,0.4125375375375375,0.5277777777777778,0.2972972972972973,0.4222222222222222,19,17,26,11,1.0881534246575342,0.9524543778701978
ar,pseudo,pre_third,DELTA_MT,0.2,66,0.42424242424242425,0.4209558823529412,0.5294117647058824,0.3125,0.45,18,16,22,10,1.1870863636363636,1.0221880592586379
bridge,exact,pre_advance,DELTA_SA,0.0,77,0.5454545454545454,0.5010638297872341,0.7021276595744681,0.3,0.6111111111111112,33,14,21,9,0.39431818181818185,0.24607101704521417
bridge,exact,pre_advance,DELTA_SA,0.1,60,0.55,0.5138888888888888,0.6944444444444444,0.3333333333333333,0.6097560975609756,25,11,16,8,0.4930366666666667,0.26158816275730756
bridge,exact,pre_advance,DELTA_SA,0.2,51,0.6078431372549019,0.5592105263157895,0.75,0.3684210526315789,0.6666666666666666,24,8,12,7,0.5549509803921567,0.26249650166013433
bridge,exact,pre_second,DELTA_TS,0.0,77,0.6103896103896104,0.5843971631205673,0.7021276595744681,0.4666666666666667,0.673469387755102,33,14,16,14,0.2351532467532467,0.268759625593926
bridge,exact,pre_second,DELTA_TS,0.1,49,0.6530612244897959,0.6102941176470589,0.75,0.47058823529411764,0.7272727272727273,24,8,9,8,0.3465244897959183,0.24325009221322752
bridge,exact,pre_second,DELTA_TS,0.2,36,0.7222222222222222,0.6538461538461539,0.8076923076923077,0.5,0.8076923076923077,21,5,5,5,0.4171083333333333,0.2608506546194133
bridge,exact,pre_third,DELTA_MT,0.0,78,0.47435897435897434,0.4743421052631579,0.475,0.47368421052631576,0.48717948717948717,19,21,20,18,1.0207653846153844,0.8608348544572669
bridge,exact,pre_third,DELTA_MT,0.1,73,0.4520547945205479,0.4519519519519519,0.4444444444444444,0.4594594594594595,0.4444444444444444,16,20,20,17,1.0881534246575342,0.8689892195776598
bridge,exact,pre_third,DELTA_MT,0.2,66,0.4696969696969697,0.4696691176470588,0.47058823529411764,0.46875,0.48484848484848486,16,18,17,15,1.1870863636363636,0.9022813138808302
bridge,pseudo,pre_advance,DELTA_SA,0.0,77,0.5454545454545454,0.5010638297872341,0.7021276595744681,0.3,0.6111111111111112,33,14,21,9,0.39431818181818185,0.24874735806594261
bridge,pseudo,pre_advance,DELTA_SA,0.1,60,0.55,0.5138888888888888,0.6944444444444444,0.3333333333333333,0.6097560975609756,25,11,16,8,0.4930366666666667,0.2659183010109604
bridge,pseudo,pre_advance,DELTA_SA,0.2,51,0.6078431372549019,0.5592105263157895,0.75,0.3684210526315789,0.6666666666666666,24,8,12,7,0.5549509803921567,0.26741580748403015
