model_id,timing_mode,forecast_origin,forecast_origin_date,checkpoint_id,target_id,target_quarter,forecast_value,forecast_variance,forecast_sd,density_source,realized_value,forecast_error,revision_target_flag,converged,n_iter,loglikelihood,llf_initial,llf_final,llf_last_improvement,llf_relative_last_improvement,llf_history_length,numerical_guard_event_count,numerical_guard_events,n_indicators,estimation_window,rolling_window_quarters,training_window_start,excluded_quarters,initialization_seed,initialization_jitter
ar,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.2584876501229676,,,not_available,3.0876,0.17088765012296747,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
bridge,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.5467926654126174,,,not_available,3.0876,0.4591926654126173,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
indicator_revision_only_dfm_kalman_em,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,4.976922508650505,2.4634738902924935,1.5695457592222324,model_implied_state_space,3.0876,1.8893225086505048,False,True,24,-1514.0075027373941,-1825.7103644165852,-1514.0075027373941,0.13717627318760606,9.05367487923231e-05,24.0,0,{},13,rolling,40,1993:Q1,,,0.0
joint_indicator_revision_dfm_full_kalman_em,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,4.7222937012390505,1.5807345347355266,1.257272657276665,model_implied_state_space,3.0876,1.6346937012390503,False,True,26,-1496.5568960978,-1829.4233082964972,-1496.5568960978,0.1389320840507935,9.276388532072769e-05,26.0,0,{},13,rolling,40,1993:Q1,,,0.0
midas_umidas,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.8741106025257124,,,not_available,3.0876,0.7865106025257123,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
monthly_mixed_frequency_kalman_em,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.59307148398664,1.8819199579409756,1.3718308780388986,model_implied_state_space,3.0876,0.5054714839866397,False,True,33,-2805.65074286943,-3061.108301495063,-2805.65074286943,0.2754149444772338,9.811976838454943e-05,33.0,0,{},13,rolling,40,1993:Q1,,,0.0
no_revision,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.4310377943737493,,,not_available,3.0876,0.3434377943737492,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
release_dfm,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.7996076685321625,,,not_available,3.0876,0.7120076685321624,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
revision_dfm_kalman_em,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.788257889755128,1.6139445518201356,1.2704111743133149,model_implied_state_space,3.0876,0.7006578897551279,False,True,16,-824.2607572392914,-1037.6407054953688,-824.2607572392914,0.08249157915986416,9.994820855196652e-05,16.0,0,{},13,rolling,40,1993:Q1,,,0.0
spf,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.7623,,,not_available,3.0876,0.6747000000000001,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
standard_dfm,exact,2005:Q1:pre_advance:exact,2005-04-27,pre_advance,A,2005:Q1,3.7996076685321625,,,not_available,3.0876,0.7120076685321624,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
ar,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.2584876501229676,,,not_available,3.0876,0.17088765012296747,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
bridge,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.5467926654126174,,,not_available,3.0876,0.4591926654126173,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
indicator_revision_only_dfm_kalman_em,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,4.976922508650505,2.4634738902924935,1.5695457592222324,model_implied_state_space,3.0876,1.8893225086505048,False,True,24,-1514.0075027373941,-1825.7103644165852,-1514.0075027373941,0.13717627318760606,9.05367487923231e-05,24.0,0,{},13,rolling,40,1993:Q1,,,0.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,4.7222937012390505,1.5807345347355266,1.257272657276665,model_implied_state_space,3.0876,1.6346937012390503,False,True,26,-1496.5568960978,-1829.4233082964972,-1496.5568960978,0.1389320840507935,9.276388532072769e-05,26.0,0,{},13,rolling,40,1993:Q1,,,0.0
midas_umidas,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.8741106025257124,,,not_available,3.0876,0.7865106025257123,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
monthly_mixed_frequency_kalman_em,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.59307148398664,1.8819199579409756,1.3718308780388986,model_implied_state_space,3.0876,0.5054714839866397,False,True,33,-2805.65074286943,-3061.108301495063,-2805.65074286943,0.2754149444772338,9.811976838454943e-05,33.0,0,{},13,rolling,40,1993:Q1,,,0.0
no_revision,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.4310377943737493,,,not_available,3.0876,0.3434377943737492,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
release_dfm,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.7996076685321625,,,not_available,3.0876,0.7120076685321624,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
revision_dfm_kalman_em,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.788257889755128,1.6139445518201356,1.2704111743133149,model_implied_state_space,3.0876,0.7006578897551279,False,True,16,-824.2607572392914,-1037.6407054953688,-824.2607572392914,0.08249157915986416,9.994820855196652e-05,16.0,0,{},13,rolling,40,1993:Q1,,,0.0
spf,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.7623,,,not_available,3.0876,0.6747000000000001,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
standard_dfm,pseudo,2005:Q1:pre_advance:pseudo,2005-04-30,pre_advance,A,2005:Q1,3.7996076685321625,,,not_available,3.0876,0.7120076685321624,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
ar,exact,2005:Q1:pre_second:exact,2005-05-25,pre_second,S,2005:Q1,3.454150965062479,,,not_available,3.4827,-0.028549034937520812,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
bridge,exact,2005:Q1:pre_second:exact,2005-05-25,pre_second,S,2005:Q1,3.648922871714971,,,not_available,3.4827,0.1662228717149712,False,True,0,,,,,,,0,{},13,rolling,40,1993:Q1,,,0.0
