subsample,timing_mode,checkpoint_id,revision_target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
full_sample,exact,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5696627235545563,0.3997025316455695,-0.0657987341772152,0.8400344207902793,,0.0,79,11,False
full_sample,exact,pre_second,DELTA_TS,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.3613823734957444,0.23798607594936708,-0.05443417721518987,0.8859230727429768,,0.0,79,11,False
full_sample,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.4105603614137991,1.080717543507795,0.38858978588991067,0.3423742529825959,,0.0,74,11,False
full_sample,pseudo,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5696627235545563,0.3997025316455695,-0.0657987341772152,0.8400344207902793,,0.0,79,11,False
full_sample,pseudo,pre_second,DELTA_TS,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.3613823734957444,0.23798607594936708,-0.05443417721518987,0.8859230727429768,,0.0,79,11,False
full_sample,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.4105603614137991,1.080717543507795,0.38858978588991067,0.3423742529825959,,0.0,74,11,False
exclude_pandemic,exact,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.5461589457117616,0.3924351652168217,0.04077126325579557,0.8934599050265035,,0.5844155844155844,77,11,False
exclude_pandemic,exact,pre_second,DELTA_TS,revision_dfm_kalman_em,0.36143471275167005,0.23497282326294436,-0.04248283307784953,0.8917364915922935,,0.5844155844155844,77,11,True
exclude_pandemic,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.2929202753348465,1.009652403465676,0.29829887480285033,0.4088679997562961,,0.0,72,11,False
exclude_pandemic,pseudo,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.5456277542399338,0.39169475598026127,0.040937938066771436,0.8925909303705054,,0.5844155844155844,77,11,False
exclude_pandemic,pseudo,pre_second,DELTA_TS,revision_dfm_kalman_em,0.361432748452041,0.23494400346441716,-0.04251241506389001,0.8917316452463343,,0.5844155844155844,77,11,True
exclude_pandemic,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.2929202753348465,1.009652403465676,0.29829887480285033,0.4088679997562961,,0.0,72,11,False
pre_gfc,exact,pre_advance,DELTA_SA,standard_dfm; release_dfm,0.5765692099736649,0.47271642781884354,-0.10675537936363476,0.9218506191886485,,0.75,12,11,True
pre_gfc,exact,pre_second,DELTA_TS,joint_indicator_revision_dfm_full_kalman_em,0.19382592959623635,0.15178288619117536,0.0024140858395006975,0.873856015354681,,0.5,12,11,True
pre_gfc,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.2430680568318004,0.9511395329283808,0.3955875132298994,0.6700341826644896,,0.0,12,11,False
pre_gfc,pseudo,pre_advance,DELTA_SA,standard_dfm; release_dfm,0.5765706861164084,0.47271890853390386,-0.10675786007869509,0.9218529793269955,,0.75,12,11,True
pre_gfc,pseudo,pre_second,DELTA_TS,joint_indicator_revision_dfm_full_kalman_em,0.19382778246033858,0.15178404941409135,0.0024152490624166894,0.8738643689142112,,0.5,12,11,True
pre_gfc,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.2430680568318004,0.9511395329283808,0.3955875132298994,0.6700341826644896,,0.0,12,11,False
gfc_and_recovery,exact,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.6838900680790606,0.5049202814390721,0.1969356574432666,0.8465800218974874,,0.6071428571428571,28,11,False
gfc_and_recovery,exact,pre_second,DELTA_TS,revision_dfm_kalman_em,0.5160674475634832,0.33837651604793406,0.027382857280655926,0.8706982965733228,,0.5714285714285714,28,11,True
gfc_and_recovery,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,1.524521093454813,1.1838843384796234,0.6128998079462303,0.5344773946357388,,0.0,28,11,False
gfc_and_recovery,pseudo,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.68320909659863,0.5033302750826529,0.19749765156477408,0.845737054763261,,0.6071428571428571,28,11,False
gfc_and_recovery,pseudo,pre_second,DELTA_TS,revision_dfm_kalman_em,0.5160703085600503,0.3383785751595524,0.027386383566457055,0.8707031235874064,,0.5714285714285714,28,11,True
