model_id,timing_mode,checkpoint_id,outcome_id,threshold_abs_revision,n_obs,sign_accuracy,balanced_accuracy,sensitivity,specificity,precision,actual_positive_pred_positive,actual_positive_pred_nonpositive,actual_negative_pred_positive,actual_negative_pred_nonpositive,mean_abs_realized_revision,mean_abs_forecast_revision
ar,exact,pre_advance,DELTA_SA,0.0,79,0.4936708860759494,0.4633736559139785,0.6041666666666666,0.3225806451612903,0.58,29,19,21,10,0.3997025316455695,0.687659896692409
ar,exact,pre_advance,DELTA_SA,0.1,61,0.4918032786885246,0.463963963963964,0.5945945945945946,0.3333333333333333,0.5789473684210527,22,15,16,8,0.5046213114754097,0.2662690584197144
ar,exact,pre_advance,DELTA_SA,0.2,52,0.5384615384615384,0.5023923444976076,0.6363636363636364,0.3684210526315789,0.6363636363636364,21,12,12,7,0.5673499999999999,0.2805358549633908
ar,exact,pre_second,DELTA_TS,0.0,79,0.5822784810126582,0.5275510204081633,0.7551020408163265,0.3,0.6379310344827587,37,12,21,9,0.23798607594936708,0.8906563842316768
ar,exact,pre_second,DELTA_TS,0.1,51,0.6274509803921569,0.5441176470588235,0.7941176470588235,0.29411764705882354,0.6923076923076923,27,7,12,5,0.3465450980392156,1.2177331738198574
ar,exact,pre_second,DELTA_TS,0.2,38,0.631578947368421,0.4928571428571429,0.7857142857142857,0.2,0.7333333333333333,22,6,8,2,0.41342105263157897,0.3569100463167716
ar,exact,pre_third,DELTA_MT,0.0,80,0.5125,0.5093984962406015,0.5714285714285714,0.4473684210526316,0.5333333333333333,24,18,21,17,1.05551,3.711404584594914
ar,exact,pre_third,DELTA_MT,0.1,75,0.48,0.4793741109530583,0.5263157894736842,0.43243243243243246,0.4878048780487805,20,18,21,16,1.123417333333333,3.623735018639739
ar,exact,pre_third,DELTA_MT,0.2,68,0.4852941176470588,0.4826388888888889,0.5277777777777778,0.4375,0.5135135135135135,19,17,18,14,1.223070588235294,3.348407713054893
ar,pseudo,pre_advance,DELTA_SA,0.0,79,0.4936708860759494,0.4633736559139785,0.6041666666666666,0.3225806451612903,0.58,29,19,21,10,0.3997025316455695,0.687659896692409
ar,pseudo,pre_advance,DELTA_SA,0.1,61,0.4918032786885246,0.463963963963964,0.5945945945945946,0.3333333333333333,0.5789473684210527,22,15,16,8,0.5046213114754097,0.2662690584197144
ar,pseudo,pre_advance,DELTA_SA,0.2,52,0.5384615384615384,0.5023923444976076,0.6363636363636364,0.3684210526315789,0.6363636363636364,21,12,12,7,0.5673499999999999,0.2805358549633908
ar,pseudo,pre_second,DELTA_TS,0.0,79,0.5822784810126582,0.5275510204081633,0.7551020408163265,0.3,0.6379310344827587,37,12,21,9,0.23798607594936708,0.8906563842316768
ar,pseudo,pre_second,DELTA_TS,0.1,51,0.6274509803921569,0.5441176470588235,0.7941176470588235,0.29411764705882354,0.6923076923076923,27,7,12,5,0.3465450980392156,1.2177331738198574
ar,pseudo,pre_second,DELTA_TS,0.2,38,0.631578947368421,0.4928571428571429,0.7857142857142857,0.2,0.7333333333333333,22,6,8,2,0.41342105263157897,0.3569100463167716
ar,pseudo,pre_third,DELTA_MT,0.0,80,0.5125,0.5093984962406015,0.5714285714285714,0.4473684210526316,0.5333333333333333,24,18,21,17,1.05551,3.711404584594914
ar,pseudo,pre_third,DELTA_MT,0.1,75,0.48,0.4793741109530583,0.5263157894736842,0.43243243243243246,0.4878048780487805,20,18,21,16,1.123417333333333,3.623735018639739
ar,pseudo,pre_third,DELTA_MT,0.2,68,0.4852941176470588,0.4826388888888889,0.5277777777777778,0.4375,0.5135135135135135,19,17,18,14,1.223070588235294,3.348407713054893
bridge,exact,pre_advance,DELTA_SA,0.0,79,0.4050632911392405,0.384744623655914,0.4791666666666667,0.2903225806451613,0.5111111111111111,23,25,22,9,0.3997025316455695,0.2310544668501688
bridge,exact,pre_advance,DELTA_SA,0.1,61,0.47540983606557374,0.4504504504504504,0.5675675675675675,0.3333333333333333,0.5675675675675675,21,16,16,8,0.5046213114754097,0.21537338333531525
bridge,exact,pre_advance,DELTA_SA,0.2,52,0.4807692307692308,0.44577352472089316,0.5757575757575758,0.3157894736842105,0.59375,19,14,13,6,0.5673499999999999,0.23168321164906305
bridge,exact,pre_second,DELTA_TS,0.0,79,0.5316455696202531,0.519047619047619,0.5714285714285714,0.4666666666666667,0.6363636363636364,28,21,16,14,0.23798607594936708,0.2986408443029377
