date,RSAFS_20010613,RSAFS_20010713,RSAFS_20010814,RSAFS_20010914,RSAFS_20011012,RSAFS_20011114,RSAFS_20011213,RSAFS_20020115,RSAFS_20020213,RSAFS_20020313,RSAFS_20020412,RSAFS_20020503,RSAFS_20020514,RSAFS_20020613,RSAFS_20020712,RSAFS_20020813,RSAFS_20020913,RSAFS_20021011,RSAFS_20021114,RSAFS_20021212,RSAFS_20030114,RSAFS_20030213,RSAFS_20030313,RSAFS_20030411,RSAFS_20030430,RSAFS_20030514,RSAFS_20030612,RSAFS_20030715,RSAFS_20030813,RSAFS_20030912,RSAFS_20031015,RSAFS_20031114,RSAFS_20031211,RSAFS_20040115,RSAFS_20040212,RSAFS_20040311,RSAFS_20040330,RSAFS_20040402,RSAFS_20040413,RSAFS_20040513,RSAFS_20040614,RSAFS_20040714,RSAFS_20040812,RSAFS_20040914,RSAFS_20041015,RSAFS_20041112,RSAFS_20041213,RSAFS_20050113,RSAFS_20050215,RSAFS_20050315,RSAFS_20050331,RSAFS_20050413,RSAFS_20050512,RSAFS_20050614,RSAFS_20050714,RSAFS_20050811,RSAFS_20050914,RSAFS_20051014,RSAFS_20051115,RSAFS_20051213,RSAFS_20060113,RSAFS_20060214,RSAFS_20060314,RSAFS_20060330,RSAFS_20060413,RSAFS_20060511,RSAFS_20060613,RSAFS_20060714,RSAFS_20060811,RSAFS_20060914,RSAFS_20061013,RSAFS_20061114,RSAFS_20061130,RSAFS_20061213,RSAFS_20070112,RSAFS_20070214,RSAFS_20070313,RSAFS_20070329,RSAFS_20070416,RSAFS_20070511,RSAFS_20070613,RSAFS_20070713,RSAFS_20070813,RSAFS_20070914,RSAFS_20071012,RSAFS_20071114,RSAFS_20071213,RSAFS_20080115,RSAFS_20080213,RSAFS_20080313,RSAFS_20080414,RSAFS_20080430,RSAFS_20080513,RSAFS_20080612,RSAFS_20080715,RSAFS_20080813,RSAFS_20080912,RSAFS_20081015,RSAFS_20081114,RSAFS_20081212,RSAFS_20090114,RSAFS_20090212,RSAFS_20090312,RSAFS_20090414,RSAFS_20090430,RSAFS_20090513,RSAFS_20090611,RSAFS_20090714,RSAFS_20090813,RSAFS_20090915,RSAFS_20091014,RSAFS_20091116,RSAFS_20091211,RSAFS_20100114,RSAFS_20100212,RSAFS_20100312,RSAFS_20100414,RSAFS_20100430,RSAFS_20100514,RSAFS_20100611,RSAFS_20100714,RSAFS_20100813,RSAFS_20100914,RSAFS_20101015,RSAFS_20101115,RSAFS_20101214,RSAFS_20110114,RSAFS_20110215,RSAFS_20110311,RSAFS_20110413,RSAFS_20110429,RSAFS_20110512,RSAFS_20110614,RSAFS_20110714,RSAFS_20110812,RSAFS_20110914,RSAFS_20111014,RSAFS_20111115,RSAFS_20111213,RSAFS_20120112,RSAFS_20120214,RSAFS_20120313,RSAFS_20120416,RSAFS_20120430,RSAFS_20120515,RSAFS_20120613,RSAFS_20120716,RSAFS_20120814,RSAFS_20120914,RSAFS_20121015,RSAFS_20121114,RSAFS_20121213,RSAFS_20130115,RSAFS_20130213,RSAFS_20130313,RSAFS_20130412,RSAFS_20130513,RSAFS_20130531,RSAFS_20130613,RSAFS_20130715,RSAFS_20130813,RSAFS_20130913,RSAFS_20131029,RSAFS_20131120,RSAFS_20131212,RSAFS_20140114,RSAFS_20140213,RSAFS_20140313,RSAFS_20140414,RSAFS_20140513,RSAFS_20140612,RSAFS_20140715,RSAFS_20140813,RSAFS_20140912,RSAFS_20141015,RSAFS_20141114,RSAFS_20141211,RSAFS_20150114,RSAFS_20150212,RSAFS_20150312,RSAFS_20150414,RSAFS_20150513,RSAFS_20150611,RSAFS_20150714,RSAFS_20150813,RSAFS_20150915,RSAFS_20151014,RSAFS_20151113,RSAFS_20151211,RSAFS_20160115,RSAFS_20160212,RSAFS_20160315,RSAFS_20160413,RSAFS_20160513,RSAFS_20160614,RSAFS_20160715,RSAFS_20160812,RSAFS_20160915,RSAFS_20161014,RSAFS_20161115,RSAFS_20161214,RSAFS_20170113,RSAFS_20170215,RSAFS_20170315,RSAFS_20170414,RSAFS_20170512,RSAFS_20170614,RSAFS_20170714,RSAFS_20170815,RSAFS_20170915,RSAFS_20171013,RSAFS_20171115,RSAFS_20171214,RSAFS_20180112,RSAFS_20180214,RSAFS_20180314,RSAFS_20180416,RSAFS_20180515,RSAFS_20180525,RSAFS_20180614,RSAFS_20180716,RSAFS_20180815,RSAFS_20180914,RSAFS_20181015,RSAFS_20181115,RSAFS_20181214,RSAFS_20190214,RSAFS_20190311,RSAFS_20190401,RSAFS_20190418,RSAFS_20190515,RSAFS_20190614,RSAFS_20190716,RSAFS_20190815,RSAFS_20190913,RSAFS_20191016,RSAFS_20191115,RSAFS_20191213,RSAFS_20200116,RSAFS_20200214,RSAFS_20200317,RSAFS_20200415,RSAFS_20200515,RSAFS_20200616,RSAFS_20200716,RSAFS_20200814,RSAFS_20200916,RSAFS_20201016,RSAFS_20201117,RSAFS_20201216,RSAFS_20210115,RSAFS_20210217,RSAFS_20210316,RSAFS_20210415,RSAFS_20210426,RSAFS_20210514,RSAFS_20210615,RSAFS_20210716,RSAFS_20210817,RSAFS_20210916,RSAFS_20211015,RSAFS_20211116,RSAFS_20211215,RSAFS_20220114,RSAFS_20220216,RSAFS_20220316,RSAFS_20220414,RSAFS_20220425,RSAFS_20220517,RSAFS_20220615,RSAFS_20220715,RSAFS_20220817,RSAFS_20220915,RSAFS_20221014,RSAFS_20221116,RSAFS_20221215,RSAFS_20230118,RSAFS_20230215,RSAFS_20230315,RSAFS_20230414,RSAFS_20230424,RSAFS_20230516,RSAFS_20230615,RSAFS_20230718,RSAFS_20230815,RSAFS_20230914,RSAFS_20231017,RSAFS_20231115,RSAFS_20231214,RSAFS_20240117,RSAFS_20240215,RSAFS_20240314,RSAFS_20240415,RSAFS_20240423,RSAFS_20240515,RSAFS_20240618,RSAFS_20240716,RSAFS_20240815,RSAFS_20240917,RSAFS_20241017,RSAFS_20241115,RSAFS_20241217,RSAFS_20250116,RSAFS_20250214,RSAFS_20250317,RSAFS_20250416,RSAFS_20250425,RSAFS_20250515,RSAFS_20250617,RSAFS_20250717,RSAFS_20250815,RSAFS_20250916,RSAFS_20251125,RSAFS_20251216,RSAFS_20260114,RSAFS_20260210,RSAFS_20260306,RSAFS_20260401,RSAFS_20260421
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492003,492343,492169,492169,492034,492034,492034,492034,492034,492034,492034,492034,492034,493177,493099,493099,493099,493099,494208,494208,494208,494208,494208,494208,494208,494208,494208,494208,492600,492600,492600,492600,492600,492600,492600,492600,492600,492600,492600,492600,491492,491492,491492,491492,491492,491492,491492,491492,491492,491492,491492,491492,491492,491248,491248,491248,491248,491248,491248,491248,491248,491248,491248,491248,491248,491248,490447,490447,490447,490447,490447,490447,490447,490447,490447,490447,490447,490447,490447,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,490426.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0,481414.0
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492008,491795,492379,492530,492530,492530,492530,492530,492530,492530,492530,492530,492530,494879,495393,495393,495393,495028,495028,495028,495028,495028,495028,495028,495028,495028,495028,494815,494815,494815,494815,494815,494815,494815,494815,494815,494815,494815,494815,493759,493759,493759,493759,493759,493759,493759,493759,493759,493759,493759,493759,493759,494424,494424,494424,494424,494424,494424,494424,494424,494424,494424,494424,494424,494424,493422,493422,493422,493422,493422,493422,493422,493422,493422,493422,493422,493422,493422,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,493334.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0,484031.0
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494555,496083,495953,496077,496077,496077,496077,496077,496077,496077,496077,496077,496077,496095,495668,495668,494681,494681,494681,494681,494681,494681,494681,494681,494681,494681,494747,494747,494747,494747,494747,494747,494747,494747,494747,494747,494747,494747,493373,493373,493373,493373,493373,493373,493373,493373,493373,493373,493373,493373,493373,493527,493527,493527,493527,493527,493527,493527,493527,493527,493527,493527,493527,493527,493123,493123,493123,493123,493123,493123,493123,493123,493123,493123,493123,493123,493123,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,493022.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0,484110.0
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497559,497113,497852,497776,497776,497776,497776,497776,497776,497776,497776,497776,497776,497828,497642,496768,496768,496768,496768,496768,496768,496768,496768,496768,496768,495967,495967,495967,495967,495967,495967,495967,495967,495967,495967,495967,495967,495025,495025,495025,495025,495025,495025,495025,495025,495025,495025,495025,495025,495025,494686,494686,494686,494686,494686,494686,494686,494686,494686,494686,494686,494686,494686,494303,494303,494303,494303,494303,494303,494303,494303,494303,494303,494303,494303,494303,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,494498.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0,484154.0
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501971,504340,503955,503955,503955,503955,503955,503955,503955,503955,503955,503955,503145,502987,502987,502987,502987,502987,502987,502987,502987,502987,502987,502351,502351,502351,502351,502351,502351,502351,502351,502351,502351,502351,502351,500719,500719,500719,500719,500719,500719,500719,500719,500719,500719,500719,500719,500719,500671,500671,500671,500671,500671,500671,500671,500671,500671,500671,500671,500671,500671,500585,500585,500585,500585,500585,500585,500585,500585,500585,500585,500585,500585,500585,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,500930.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0,491960.0
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506787,504948,505168,505168,505168,505168,505168,505168,505168,505168,505168,505168,502688,503283,503283,503283,503283,503283,503283,503283,503283,503283,501133,501133,501133,501133,501133,501133,501133,501133,501133,501133,501133,501133,499631,499631,499631,499631,499631,499631,499631,499631,499631,499631,499631,499631,499631,499116,499116,499116,499116,499116,499116,499116,499116,499116,499116,499116,499116,499116,498989,498989,498989,498989,498989,498989,498989,498989,498989,498989,498989,498989,498989,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,499218.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0,490228.0
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507533,508585,508230,508230,508230,508230,508230,508230,508230,508230,508230,506494,506066,506047,506047,506047,506047,506047,506047,506047,506047,503834,503834,503834,503834,503834,503834,503834,503834,503834,503834,503834,503834,502962,502962,502962,502962,502962,502962,502962,502962,502962,502962,502962,502962,502962,502596,502596,502596,502596,502596,502596,502596,502596,502596,502596,502596,502596,502596,502441,502441,502441,502441,502441,502441,502441,502441,502441,502441,502441,502441,502441,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,502255.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0,493142.0
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509025,508514,507872,507872,507872,507872,507872,507872,507872,507872,506017,506017,505167,504897,504897,504897,504897,504897,504897,504897,502875,502875,502875,502875,502875,502875,502875,502875,502875,502875,502875,502875,501913,501913,501913,501913,501913,501913,501913,501913,501913,501913,501913,501913,501913,502503,502503,502503,502503,502503,502503,502503,502503,502503,502503,502503,502503,502503,502076,502076,502076,502076,502076,502076,502076,502076,502076,502076,502076,502076,502076,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,501962.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0,493445.0
2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509041,507606,506749,506749,506749,506749,506749,506749,506749,504647,504647,504647,504848,504604,504604,504604,504604,504604,504604,502407,502407,502407,502407,502407,502407,502407,502407,502407,502407,502407,502407,500362,500362,500362,500362,500362,500362,500362,500362,500362,500362,500362,500362,500362,500518,500518,500518,500518,500518,500518,500518,500518,500518,500518,500518,500518,500518,499995,499995,499995,499995,499995,499995,499995,499995,499995,499995,499995,499995,499995,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,500033.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0,491507.0
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511488,512356,511616,511616,511616,511616,511616,511616,510549,510549,510549,510549,510685,510412,510412,510412,510412,510412,508036,508036,508036,508036,508036,508036,508036,508036,508036,508036,508036,508036,506010,506010,506010,506010,506010,506010,506010,506010,506010,506010,506010,506010,506010,505965,505965,505965,505965,505965,505965,505965,505965,505965,505965,505965,505965,505965,505338,505338,505338,505338,505338,505338,505338,505338,505338,505338,505338,505338,505338,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,505622.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0,496416.0
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513531,512200,511595,511595,511595,511595,511595,510233,510233,510233,510233,510233,510882,510826,510826,510826,510826,508471,508471,508471,508471,508471,508471,508471,508471,508471,508471,508471,508471,506973,506973,506973,506973,506973,506973,506973,506973,506973,506973,506973,506973,506973,507282,507282,507282,507282,507282,507282,507282,507282,507282,507282,507282,507282,507282,507073,507073,507073,507073,507073,507073,507073,507073,507073,507073,507073,507073,507073,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,507278.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0,498854.0
2018-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505826,503380,503327,503327,503327,503327,499879,499879,499879,499879,499879,499879,500455,500728,500728,500728,497541,497541,497541,497541,497541,497541,497541,497541,497541,497541,497541,497541,496593,496593,496593,496593,496593,496593,496593,496593,496593,496593,496593,496593,496593,498336,498336,498336,498336,498336,498336,498336,498336,498336,498336,498336,498336,498336,496683,496683,496683,496683,496683,496683,496683,496683,496683,496683,496683,496683,496683,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,496973.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0,489113.0
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504440,506977,507204,507204,507204,507222,507222,507222,507222,507222,507222,507222,507545,505843,505843,505036,505036,505036,505036,505036,505036,505036,505036,505036,505036,505036,505036,502724,502724,502724,502724,502724,502724,502724,502724,502724,502724,502724,502724,502724,501305,501305,501305,501305,501305,501305,501305,501305,501305,501305,501305,501305,501305,499639,499639,499639,499639,499639,499639,499639,499639,499639,499639,499639,499639,499639,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,500208.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0,490440.0
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505969,506124,505817,505817,504441,504441,504441,504441,504441,504441,504441,504441,506107,505901,504686,504686,504686,504686,504686,504686,504686,504686,504686,504686,504686,504686,502627,502627,502627,502627,502627,502627,502627,502627,502627,502627,502627,502627,502627,503037,503037,503037,503037,503037,503037,503037,503037,503037,503037,503037,503037,503037,500570,500570,500570,500570,500570,500570,500570,500570,500570,500570,500570,500570,500570,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,500928.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0,491751.0
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514062,514329,514695,513608,513608,513608,513608,513608,513608,513608,513608,513608,514813,512602,512602,512602,512602,512602,512602,512602,512602,512602,512602,512602,512602,510320,510320,510320,510320,510320,510320,510320,510320,510320,510320,510320,510320,510320,509552,509552,509552,509552,509552,509552,509552,509552,509552,509552,509552,509552,509552,508402,508402,508402,508402,508402,508402,508402,508402,508402,508402,508402,508402,508402,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,508944.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0,499292.0
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513356,516194,515545,515545,515545,515545,515545,515545,515545,515545,515545,515545,515296,515088,515088,515088,515088,515088,515088,515088,515088,515088,515088,515088,512326,512326,512326,512326,512326,512326,512326,512326,512326,512326,512326,512326,512326,510367,510367,510367,510367,510367,510367,510367,510367,510367,510367,510367,510367,510367,508687,508687,508687,508687,508687,508687,508687,508687,508687,508687,508687,508687,508687,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,509564.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0,499343.0
2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519020,517682,518131,518131,518131,518131,518131,518131,518131,518131,518131,517236,516965,516913,516913,516913,516913,516913,516913,516913,516913,516913,516913,513870,513870,513870,513870,513870,513870,513870,513870,513870,513870,513870,513870,513870,512883,512883,512883,512883,512883,512883,512883,512883,512883,512883,512883,512883,512883,512334,512334,512334,512334,512334,512334,512334,512334,512334,512334,512334,512334,512334,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,512930.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0,504741.0
2019-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519885,519860,520055,520055,520055,520055,520055,520055,520055,520055,519205,519205,518614,518397,518397,518397,518397,518397,518397,518397,518397,518397,515911,515911,515911,515911,515911,515911,515911,515911,515911,515911,515911,515911,515911,513694,513694,513694,513694,513694,513694,513694,513694,513694,513694,513694,513694,513694,513162,513162,513162,513162,513162,513162,513162,513162,513162,513162,513162,513162,513162,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,513716.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0,505251.0
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523514,524165,523922,523922,523922,523922,523922,523922,523922,522198,522198,522198,521710,521831,521831,521831,521831,521831,521831,521831,521831,519447,519447,519447,519447,519447,519447,519447,519447,519447,519447,519447,519447,519447,518670,518670,518670,518670,518670,518670,518670,518670,518670,518670,518670,518670,518670,517547,517547,517547,517547,517547,517547,517547,517547,517547,517547,517547,517547,517547,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,518274.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0,509091.0
