date,BOPTEXP_20100413,BOPTEXP_20100512,BOPTEXP_20100610,BOPTEXP_20100713,BOPTEXP_20100811,BOPTEXP_20100909,BOPTEXP_20101014,BOPTEXP_20101110,BOPTEXP_20101210,BOPTEXP_20110113,BOPTEXP_20110211,BOPTEXP_20110310,BOPTEXP_20110412,BOPTEXP_20110511,BOPTEXP_20110609,BOPTEXP_20110712,BOPTEXP_20110811,BOPTEXP_20110908,BOPTEXP_20111013,BOPTEXP_20111110,BOPTEXP_20111209,BOPTEXP_20120113,BOPTEXP_20120210,BOPTEXP_20120309,BOPTEXP_20120412,BOPTEXP_20120510,BOPTEXP_20120608,BOPTEXP_20120711,BOPTEXP_20120809,BOPTEXP_20120911,BOPTEXP_20121011,BOPTEXP_20121108,BOPTEXP_20121211,BOPTEXP_20130111,BOPTEXP_20130208,BOPTEXP_20130307,BOPTEXP_20130405,BOPTEXP_20130502,BOPTEXP_20130604,BOPTEXP_20130703,BOPTEXP_20130806,BOPTEXP_20130904,BOPTEXP_20131024,BOPTEXP_20131114,BOPTEXP_20131204,BOPTEXP_20140107,BOPTEXP_20140206,BOPTEXP_20140307,BOPTEXP_20140403,BOPTEXP_20140506,BOPTEXP_20140604,BOPTEXP_20140703,BOPTEXP_20140806,BOPTEXP_20140904,BOPTEXP_20141003,BOPTEXP_20141104,BOPTEXP_20141205,BOPTEXP_20150107,BOPTEXP_20150205,BOPTEXP_20150306,BOPTEXP_20150402,BOPTEXP_20150505,BOPTEXP_20150603,BOPTEXP_20150707,BOPTEXP_20150805,BOPTEXP_20150903,BOPTEXP_20151006,BOPTEXP_20151104,BOPTEXP_20151204,BOPTEXP_20160106,BOPTEXP_20160205,BOPTEXP_20160304,BOPTEXP_20160405,BOPTEXP_20160504,BOPTEXP_20160603,BOPTEXP_20160706,BOPTEXP_20160805,BOPTEXP_20160902,BOPTEXP_20161005,BOPTEXP_20161104,BOPTEXP_20161206,BOPTEXP_20170106,BOPTEXP_20170207,BOPTEXP_20170307,BOPTEXP_20170404,BOPTEXP_20170504,BOPTEXP_20170602,BOPTEXP_20170706,BOPTEXP_20170804,BOPTEXP_20170906,BOPTEXP_20171005,BOPTEXP_20171103,BOPTEXP_20171205,BOPTEXP_20180105,BOPTEXP_20180206,BOPTEXP_20180307,BOPTEXP_20180405,BOPTEXP_20180503,BOPTEXP_20180606,BOPTEXP_20180706,BOPTEXP_20180803,BOPTEXP_20180905,BOPTEXP_20181005,BOPTEXP_20181102,BOPTEXP_20181206,BOPTEXP_20190206,BOPTEXP_20190306,BOPTEXP_20190327,BOPTEXP_20190417,BOPTEXP_20190509,BOPTEXP_20190606,BOPTEXP_20190703,BOPTEXP_20190802,BOPTEXP_20190904,BOPTEXP_20191004,BOPTEXP_20191105,BOPTEXP_20191205,BOPTEXP_20200107,BOPTEXP_20200205,BOPTEXP_20200306,BOPTEXP_20200402,BOPTEXP_20200604,BOPTEXP_20200702,BOPTEXP_20200805,BOPTEXP_20200903,BOPTEXP_20201006,BOPTEXP_20201104,BOPTEXP_20201204,BOPTEXP_20210107,BOPTEXP_20210205,BOPTEXP_20210305,BOPTEXP_20210407,BOPTEXP_20210504,BOPTEXP_20210608,BOPTEXP_20210702,BOPTEXP_20210805,BOPTEXP_20210902,BOPTEXP_20211005,BOPTEXP_20211104,BOPTEXP_20211207,BOPTEXP_20220106,BOPTEXP_20220208,BOPTEXP_20220308,BOPTEXP_20220405,BOPTEXP_20220504,BOPTEXP_20220607,BOPTEXP_20220707,BOPTEXP_20220804,BOPTEXP_20220907,BOPTEXP_20221005,BOPTEXP_20221103,BOPTEXP_20221206,BOPTEXP_20230105,BOPTEXP_20230207,BOPTEXP_20230308,BOPTEXP_20230405,BOPTEXP_20230504,BOPTEXP_20230607,BOPTEXP_20230706,BOPTEXP_20230808,BOPTEXP_20230906,BOPTEXP_20231005,BOPTEXP_20231107,BOPTEXP_20231206,BOPTEXP_20240109,BOPTEXP_20240207,BOPTEXP_20240307,BOPTEXP_20240404,BOPTEXP_20240502,BOPTEXP_20240606,BOPTEXP_20240703,BOPTEXP_20240806,BOPTEXP_20240904,BOPTEXP_20241008,BOPTEXP_20241105,BOPTEXP_20241205,BOPTEXP_20250107,BOPTEXP_20250205,BOPTEXP_20250306,BOPTEXP_20250403,BOPTEXP_20250506,BOPTEXP_20250605,BOPTEXP_20250703,BOPTEXP_20250805,BOPTEXP_20250904,BOPTEXP_20251119,BOPTEXP_20251211,BOPTEXP_20260108,BOPTEXP_20260129,BOPTEXP_20260219,BOPTEXP_20260312,BOPTEXP_20260402
1998-11-01,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117,79117
1998-12-01,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382,78382
1999-01-01,77961,77961,77633,77633,77633,77633,77633,77633,77633,77633,77633,77633,77633,77633,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,77835,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78033,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0,78473.0
1999-02-01,77117,77117,77296,77296,77296,77296,77296,77296,77296,77296,77296,77296,77296,77296,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77436,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,77635,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0,78212.0
1999-03-01,77979,77979,78130,78130,78130,78130,78130,78130,78130,78130,78130,78130,78130,78130,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78243,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78449,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0,78701.0
1999-04-01,78603,78603,78634,78634,78634,78634,78634,78634,78634,78634,78634,78634,78634,78634,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78716,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,78872,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0,79530.0
1999-05-01,78558,78558,78682,78682,78682,78682,78682,78682,78682,78682,78682,78682,78682,78682,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78782,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,78939,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0,79539.0
1999-06-01,79122,79122,78967,78967,78967,78967,78967,78967,78967,78967,78967,78967,78967,78967,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79070,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79234,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0,79808.0
1999-07-01,79998,79998,80004,80004,80004,80004,80004,80004,80004,80004,80004,80004,80004,80004,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80019,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,80449,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0,81122.0
1999-08-01,81563,81563,81487,81487,81487,81487,81487,81487,81487,81487,81487,81487,81487,81487,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81508,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,81943,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0,82645.0
1999-09-01,82613,82613,82684,82684,82684,82684,82684,82684,82684,82684,82684,82684,82684,82684,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,82718,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83163,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0,83727.0
1999-10-01,83230,83230,83312,83312,83312,83312,83312,83312,83312,83312,83312,83312,83312,83312,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83410,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83565,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0,83942.0
1999-11-01,84205,84205,84167,84167,84167,84167,84167,84167,84167,84167,84167,84167,84167,84167,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84286,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84441,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0,84633.0
1999-12-01,84934,84934,84893,84893,84893,84893,84893,84893,84893,84893,84893,84893,84893,84893,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,84983,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,85142,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0,86192.0
2000-01-01,85404,85404,85401,85401,85401,85401,85401,85401,85401,85401,85401,85401,85401,85401,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85556,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,85646,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0,86001.0
2000-02-01,85861,85861,85892,85892,85892,85892,85892,85892,85892,85892,85892,85892,85892,85892,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86055,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86142,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0,86540.0
