date,BUSINV_19961115,BUSINV_19961213,BUSINV_19970115,BUSINV_19970214,BUSINV_19970314,BUSINV_19970415,BUSINV_19970514,BUSINV_19970613,BUSINV_19970716,BUSINV_19970814,BUSINV_19970916,BUSINV_19971016,BUSINV_19971118,BUSINV_19971212,BUSINV_19980115,BUSINV_19980213,BUSINV_19980313,BUSINV_19980415,BUSINV_19980514,BUSINV_19980612,BUSINV_19980715,BUSINV_19980814,BUSINV_19980916,BUSINV_19981015,BUSINV_19981117,BUSINV_19981215,BUSINV_19990115,BUSINV_19990212,BUSINV_19990312,BUSINV_19990414,BUSINV_19990514,BUSINV_19990614,BUSINV_19990715,BUSINV_19990813,BUSINV_19990915,BUSINV_19991015,BUSINV_19991115,BUSINV_19991215,BUSINV_20000111,BUSINV_20000214,BUSINV_20000315,BUSINV_20000414,BUSINV_20000512,BUSINV_20000614,BUSINV_20000717,BUSINV_20000814,BUSINV_20000915,BUSINV_20001016,BUSINV_20001115,BUSINV_20001214,BUSINV_20010116,BUSINV_20010214,BUSINV_20010314,BUSINV_20010413,BUSINV_20010514,BUSINV_20010614,BUSINV_20010716,BUSINV_20010815,BUSINV_20010917,BUSINV_20011015,BUSINV_20011115,BUSINV_20011214,BUSINV_20020116,BUSINV_20020214,BUSINV_20020314,BUSINV_20020415,BUSINV_20020515,BUSINV_20020614,BUSINV_20020715,BUSINV_20020814,BUSINV_20020916,BUSINV_20021015,BUSINV_20021115,BUSINV_20021213,BUSINV_20030115,BUSINV_20030214,BUSINV_20030314,BUSINV_20030414,BUSINV_20030515,BUSINV_20030612,BUSINV_20030716,BUSINV_20030813,BUSINV_20030915,BUSINV_20031016,BUSINV_20031117,BUSINV_20031211,BUSINV_20040116,BUSINV_20040212,BUSINV_20040312,BUSINV_20040413,BUSINV_20040514,BUSINV_20040615,BUSINV_20040715,BUSINV_20040812,BUSINV_20040915,BUSINV_20041015,BUSINV_20041112,BUSINV_20041213,BUSINV_20050114,BUSINV_20050215,BUSINV_20050315,BUSINV_20050414,BUSINV_20050513,BUSINV_20050615,BUSINV_20050715,BUSINV_20050811,BUSINV_20050915,BUSINV_20051014,BUSINV_20051116,BUSINV_20051213,BUSINV_20060113,BUSINV_20060214,BUSINV_20060314,BUSINV_20060413,BUSINV_20060511,BUSINV_20060613,BUSINV_20060714,BUSINV_20060811,BUSINV_20060914,BUSINV_20061013,BUSINV_20061114,BUSINV_20061213,BUSINV_20070112,BUSINV_20070214,BUSINV_20070313,BUSINV_20070416,BUSINV_20070511,BUSINV_20070613,BUSINV_20070713,BUSINV_20070813,BUSINV_20070914,BUSINV_20071012,BUSINV_20071114,BUSINV_20071213,BUSINV_20080115,BUSINV_20080213,BUSINV_20080313,BUSINV_20080414,BUSINV_20080513,BUSINV_20080612,BUSINV_20080715,BUSINV_20080813,BUSINV_20080912,BUSINV_20081015,BUSINV_20081114,BUSINV_20081212,BUSINV_20090114,BUSINV_20090212,BUSINV_20090312,BUSINV_20090414,BUSINV_20090513,BUSINV_20090611,BUSINV_20090714,BUSINV_20090813,BUSINV_20090915,BUSINV_20091014,BUSINV_20091116,BUSINV_20091117,BUSINV_20091211,BUSINV_20100114,BUSINV_20100128,BUSINV_20100212,BUSINV_20100312,BUSINV_20100414,BUSINV_20100514,BUSINV_20100611,BUSINV_20100714,BUSINV_20100813,BUSINV_20100914,BUSINV_20101015,BUSINV_20101115,BUSINV_20101214,BUSINV_20110114,BUSINV_20110215,BUSINV_20110311,BUSINV_20110413,BUSINV_20110512,BUSINV_20110614,BUSINV_20110714,BUSINV_20110812,BUSINV_20110914,BUSINV_20111014,BUSINV_20111115,BUSINV_20111213,BUSINV_20120112,BUSINV_20120214,BUSINV_20120313,BUSINV_20120416,BUSINV_20120515,BUSINV_20120613,BUSINV_20120716,BUSINV_20120814,BUSINV_20120914,BUSINV_20121015,BUSINV_20121114,BUSINV_20121213,BUSINV_20130115,BUSINV_20130213,BUSINV_20130313,BUSINV_20130412,BUSINV_20130513,BUSINV_20130613,BUSINV_20130715,BUSINV_20130813,BUSINV_20130913,BUSINV_20131029,BUSINV_20131120,BUSINV_20131212,BUSINV_20140114,BUSINV_20140213,BUSINV_20140313,BUSINV_20140414,BUSINV_20140513,BUSINV_20140612,BUSINV_20140715,BUSINV_20140813,BUSINV_20140912,BUSINV_20141015,BUSINV_20141114,BUSINV_20141211,BUSINV_20150114,BUSINV_20150212,BUSINV_20150312,BUSINV_20150414,BUSINV_20150513,BUSINV_20150611,BUSINV_20150714,BUSINV_20150813,BUSINV_20150915,BUSINV_20151014,BUSINV_20151113,BUSINV_20151211,BUSINV_20160115,BUSINV_20160212,BUSINV_20160315,BUSINV_20160413,BUSINV_20160513,BUSINV_20160614,BUSINV_20160715,BUSINV_20160812,BUSINV_20160915,BUSINV_20161014,BUSINV_20161115,BUSINV_20161214,BUSINV_20170113,BUSINV_20170215,BUSINV_20170315,BUSINV_20170414,BUSINV_20170512,BUSINV_20170614,BUSINV_20170714,BUSINV_20170815,BUSINV_20170915,BUSINV_20171013,BUSINV_20171115,BUSINV_20171214,BUSINV_20180112,BUSINV_20180214,BUSINV_20180314,BUSINV_20180416,BUSINV_20180515,BUSINV_20180614,BUSINV_20180716,BUSINV_20180815,BUSINV_20180914,BUSINV_20181015,BUSINV_20181115,BUSINV_20181214,BUSINV_20190214,BUSINV_20190311,BUSINV_20190401,BUSINV_20190418,BUSINV_20190515,BUSINV_20190614,BUSINV_20190716,BUSINV_20190815,BUSINV_20190913,BUSINV_20191016,BUSINV_20191115,BUSINV_20191213,BUSINV_20200116,BUSINV_20200214,BUSINV_20200317,BUSINV_20200415,BUSINV_20200515,BUSINV_20200616,BUSINV_20200716,BUSINV_20200814,BUSINV_20200916,BUSINV_20201016,BUSINV_20201117,BUSINV_20201216,BUSINV_20210115,BUSINV_20210217,BUSINV_20210316,BUSINV_20210415,BUSINV_20210514,BUSINV_20210615,BUSINV_20210716,BUSINV_20210817,BUSINV_20210916,BUSINV_20211015,BUSINV_20211116,BUSINV_20211215,BUSINV_20220114,BUSINV_20220216,BUSINV_20220316,BUSINV_20220414,BUSINV_20220517,BUSINV_20220615,BUSINV_20220715,BUSINV_20220817,BUSINV_20220915,BUSINV_20221014,BUSINV_20221116,BUSINV_20221215,BUSINV_20230118,BUSINV_20230215,BUSINV_20230315,BUSINV_20230414,BUSINV_20230516,BUSINV_20230615,BUSINV_20230718,BUSINV_20230815,BUSINV_20230914,BUSINV_20231017,BUSINV_20231115,BUSINV_20231214,BUSINV_20240117,BUSINV_20240215,BUSINV_20240314,BUSINV_20240415,BUSINV_20240515,BUSINV_20240618,BUSINV_20240716,BUSINV_20240815,BUSINV_20240917,BUSINV_20241017,BUSINV_20241115,BUSINV_20241217,BUSINV_20250116,BUSINV_20250214,BUSINV_20250317,BUSINV_20250416,BUSINV_20250515,BUSINV_20250617,BUSINV_20250717,BUSINV_20250815,BUSINV_20250916,BUSINV_20251125,BUSINV_20251216,BUSINV_20260114,BUSINV_20260210,BUSINV_20260306,BUSINV_20260401,BUSINV_20260421
2018-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994495,1996987,1994622,1994622,1995225,1993868,1993868,1993868,1993868,1993868,1993868,1993868,1996727,1996727,1989341,1992838,1990841,1990841,1990841,1990841,1990841,1990841,1990841,1990841,1990841,1990841,2008785,2005611,2002600,2002600,2002600,2002600,2002600,2002600,2002600,2002600,2002600,2002600,2003069,2002017,2001842,2001842,2001842,2001842,2001842,2001842,2001842,2001842,2001842,2001842,2001713,2002925,2003231,2003231,2003231,2003231,2003231,2003231,2003231,2003231,2003231,2003231,2002746.0,2001961.0,2001961.0,2001961.0,2001961.0,2001961.0,2001961.0,2001961.0,2001961.0,2001961.0,2001961.0,2001961.0,2002218.0,1990014.0,1995882.0,1995882.0,1995882.0,1995882.0,1995882.0,1995882.0,1995882.0,1995882.0,1995882.0,1995882.0,1995882.0
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013900,2011701,2011701,2012144,2010849,2010849,2010849,2010849,2010849,2010849,2010849,2010849,2010849,2005485,2008799,2007300,2007300,2007300,2007300,2007300,2007300,2007300,2007300,2007300,2007300,2023107,2019161,2016728,2016728,2016728,2016728,2016728,2016728,2016728,2016728,2016728,2016728,2016856,2015503,2015262,2015262,2015262,2015262,2015262,2015262,2015262,2015262,2015262,2015262,2015507,2016586,2016888,2016888,2016888,2016888,2016888,2016888,2016888,2016888,2016888,2016888,2016630.0,2016358.0,2016358.0,2016358.0,2016358.0,2016358.0,2016358.0,2016358.0,2016358.0,2016358.0,2016358.0,2016358.0,2016498.0,2004424.0,2010864.0,2010864.0,2010864.0,2010864.0,2010864.0,2010864.0,2010864.0,2010864.0,2010864.0,2010864.0,2010864.0
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017397,2017781,2018059,2018638,2018638,2018638,2018638,2018638,2018638,2018638,2018638,2018638,2014093,2018159,2017149,2017149,2017149,2017149,2017149,2017149,2017149,2017149,2017149,2017149,2032895,2028075,2026013,2026013,2026013,2026013,2026013,2026013,2026013,2026013,2026013,2026013,2025981,2024202,2024309,2024309,2024309,2024309,2024309,2024309,2024309,2024309,2024309,2024309,2024558,2023898,2024449,2024449,2024449,2024449,2024449,2024449,2024449,2024449,2024449,2024449,2024094.0,2022896.0,2022896.0,2022896.0,2022896.0,2022896.0,2022896.0,2022896.0,2022896.0,2022896.0,2022896.0,2022896.0,2022939.0,2011095.0,2017586.0,2017586.0,2017586.0,2017586.0,2017586.0,2017586.0,2017586.0,2017586.0,2017586.0,2017586.0,2017586.0
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018092,2019032,2018737,2018737,2018737,2018737,2018737,2018737,2018737,2018737,2018737,2011403,2017967,2016658,2016658,2016658,2016658,2016658,2016658,2016658,2016658,2016658,2016658,2032499,2029884,2028772,2028772,2028772,2028772,2028772,2028772,2028772,2028772,2028772,2028772,2028458,2027553,2026957,2026957,2026957,2026957,2026957,2026957,2026957,2026957,2026957,2026957,2026682,2024831,2024908,2024908,2024908,2024908,2024908,2024908,2024908,2024908,2024908,2024908,2024318.0,2022918.0,2022918.0,2022918.0,2022918.0,2022918.0,2022918.0,2022918.0,2022918.0,2022918.0,2022918.0,2022918.0,2023451.0,2012125.0,2019035.0,2019035.0,2019035.0,2019035.0,2019035.0,2019035.0,2019035.0,2019035.0,2019035.0,2019035.0,2019035.0
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029778,2029828,2029828,2029828,2029828,2029828,2029828,2029828,2029828,2029828,2021950,2025971,2025356,2025356,2025356,2025356,2025356,2025356,2025356,2025356,2025356,2025356,2042304,2038072,2038832,2038832,2038832,2038832,2038832,2038832,2038832,2038832,2038832,2038832,2039578,2039335,2038852,2038852,2038852,2038852,2038852,2038852,2038852,2038852,2038852,2038852,2037747,2035199,2034374,2034374,2034374,2034374,2034374,2034374,2034374,2034374,2034374,2034374,2034038.0,2033324.0,2033324.0,2033324.0,2033324.0,2033324.0,2033324.0,2033324.0,2033324.0,2033324.0,2033324.0,2033324.0,2033273.0,2021872.0,2028974.0,2028974.0,2028974.0,2028974.0,2028974.0,2028974.0,2028974.0,2028974.0,2028974.0,2028974.0,2028974.0
2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036395,2036395,2035784,2035784,2035784,2035784,2035784,2035784,2035784,2026626,2031132,2028926,2030786,2030786,2030786,2030786,2030786,2030786,2030786,2030786,2030786,2048006,2043123,2045715,2045715,2045715,2045715,2045715,2045715,2045715,2045715,2045715,2045715,2046105,2045838,2044165,2044165,2044165,2044165,2044165,2044165,2044165,2044165,2044165,2044165,2042706,2040069,2038926,2038926,2038926,2038926,2038926,2038926,2038926,2038926,2038926,2038926,2038670.0,2037127.0,2037127.0,2037127.0,2037127.0,2037127.0,2037127.0,2037127.0,2037127.0,2037127.0,2037127.0,2037127.0,2036846.0,2025436.0,2033075.0,2033075.0,2033075.0,2033075.0,2033075.0,2033075.0,2033075.0,2033075.0,2033075.0,2033075.0,2033075.0
2019-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035698,2035201,2035201,2035201,2035201,2035201,2035201,2035201,2026238,2028878,2027020,2027020,2028955,2028955,2028955,2028955,2028955,2028955,2028955,2028955,2046112,2044524,2048974,2048974,2048974,2048974,2048974,2048974,2048974,2048974,2048974,2048974,2050422,2050188,2047526,2047526,2047526,2047526,2047526,2047526,2047526,2047526,2047526,2047526,2045451,2043265,2041432,2041432,2041432,2041432,2041432,2041432,2041432,2041432,2041432,2041432,2041121.0,2039218.0,2039218.0,2039218.0,2039218.0,2039218.0,2039218.0,2039218.0,2039218.0,2039218.0,2039218.0,2039218.0,2039007.0,2027194.0,2034943.0,2034943.0,2034943.0,2034943.0,2034943.0,2034943.0,2034943.0,2034943.0,2034943.0,2034943.0,2034943.0
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042645,2042645,2041782,2041782,2041782,2041782,2041782,2031804,2034126,2032238,2032238,2032238,2033707,2033707,2033707,2033707,2033707,2033707,2033707,2051283,2046539,2053349,2053349,2053349,2053349,2053349,2053349,2053349,2053349,2053349,2053349,2054272,2054745,2052281,2052281,2052281,2052281,2052281,2052281,2052281,2052281,2052281,2052281,2050688,2048051,2046708,2046708,2046708,2046708,2046708,2046708,2046708,2046708,2046708,2046708,2046760.0,2046137.0,2046137.0,2046137.0,2046137.0,2046137.0,2046137.0,2046137.0,2046137.0,2046137.0,2046137.0,2046137.0,2045943.0,2033690.0,2041461.0,2041461.0,2041461.0,2041461.0,2041461.0,2041461.0,2041461.0,2041461.0,2041461.0,2041461.0,2041461.0
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042132,2040517,2040517,2040517,2040517,2040517,2030396,2031409,2029250,2029250,2029250,2029250,2030685,2030685,2030685,2030685,2030685,2030685,2048281,2045231,2054491,2054491,2054491,2054491,2054491,2054491,2054491,2054491,2054491,2054491,2054929,2055989,2053516,2053516,2053516,2053516,2053516,2053516,2053516,2053516,2053516,2053516,2051745,2048960,2047753,2047753,2047753,2047753,2047753,2047753,2047753,2047753,2047753,2047753,2047859.0,2046856.0,2046856.0,2046856.0,2046856.0,2046856.0,2046856.0,2046856.0,2046856.0,2046856.0,2046856.0,2046856.0,2046449.0,2034018.0,2041891.0,2041891.0,2041891.0,2041891.0,2041891.0,2041891.0,2041891.0,2041891.0,2041891.0,2041891.0,2041891.0
2019-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041533,2039070,2039070,2039070,2039070,2028924,2030155,2027535,2027535,2027535,2027535,2027535,2027087,2027087,2027087,2027087,2027087,2046019,2042801,2053058,2053058,2053058,2053058,2053058,2053058,2053058,2053058,2053058,2053058,2053547,2054506,2051567,2051567,2051567,2051567,2051567,2051567,2051567,2051567,2051567,2051567,2050356,2047259,2045682,2045682,2045682,2045682,2045682,2045682,2045682,2045682,2045682,2045682,2045804.0,2045084.0,2045084.0,2045084.0,2045084.0,2045084.0,2045084.0,2045084.0,2045084.0,2045084.0,2045084.0,2045084.0,2044823.0,2032166.0,2040635.0,2040635.0,2040635.0,2040635.0,2040635.0,2040635.0,2040635.0,2040635.0,2040635.0,2040635.0,2040635.0
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042842,2042842,2041178,2041178,2030449,2032724,2029703,2029703,2029703,2029703,2029703,2029703,2029110,2029110,2029110,2029110,2046391,2042171,2054014,2054014,2054014,2054014,2054014,2054014,2054014,2054014,2054014,2054014,2053913,2053895,2050499,2050499,2050499,2050499,2050499,2050499,2050499,2050499,2050499,2050499,2049771,2048565,2046152,2046152,2046152,2046152,2046152,2046152,2046152,2046152,2046152,2046152,2046076.0,2045691.0,2045691.0,2045691.0,2045691.0,2045691.0,2045691.0,2045691.0,2045691.0,2045691.0,2045691.0,2045691.0,2045388.0,2032553.0,2041358.0,2041358.0,2041358.0,2041358.0,2041358.0,2041358.0,2041358.0,2041358.0,2041358.0,2041358.0,2041358.0
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037431,2038063,2038063,2026902,2029899,2026330,2026330,2026330,2026330,2026330,2026330,2026330,2026330,2025420,2025420,2042913,2039439,2051693,2051693,2051693,2051693,2051693,2051693,2051693,2051693,2051693,2051693,2051744,2049792,2046172,2046172,2046172,2046172,2046172,2046172,2046172,2046172,2046172,2046172,2045201,2045698,2044147,2044147,2044147,2044147,2044147,2044147,2044147,2044147,2044147,2044147,2044264.0,2044901.0,2044901.0,2044901.0,2044901.0,2044901.0,2044901.0,2044901.0,2044901.0,2044901.0,2044901.0,2044901.0,2044900.0,2032229.0,2041379.0,2041379.0,2041379.0,2041379.0,2041379.0,2041379.0,2041379.0,2041379.0,2041379.0,2041379.0,2041379.0
2019-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040009,2040009,2028455,2031956,2028040,2028040,2028040,2028040,2028040,2028040,2028040,2028040,2024860,2024860,2042950,2037945,2051229,2051229,2051229,2051229,2051229,2051229,2051229,2051229,2051229,2051229,2051023,2047196,2043172,2043172,2043172,2043172,2043172,2043172,2043172,2043172,2043172,2043172,2043089,2045445,2044039,2044039,2044039,2044039,2044039,2044039,2044039,2044039,2044039,2044039,2043746.0,2042803.0,2042803.0,2042803.0,2042803.0,2042803.0,2042803.0,2042803.0,2042803.0,2042803.0,2042803.0,2042803.0,2043109.0,2030865.0,2040343.0,2040343.0,2040343.0,2040343.0,2040343.0,2040343.0,2040343.0,2040343.0,2040343.0,2040343.0,2040343.0
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035251,2021484,2025981,2022853,2022853,2022853,2022853,2022853,2022853,2022853,2022853,2022853,2022853,2035954,2030846,2043067,2043067,2043067,2043067,2043067,2043067,2043067,2043067,2043067,2043067,2043188,2039098,2034880,2034880,2034880,2034880,2034880,2034880,2034880,2034880,2034880,2034880,2035366,2037805,2037185,2037185,2037185,2037185,2037185,2037185,2037185,2037185,2037185,2037185,2037007.0,2036248.0,2036248.0,2036248.0,2036248.0,2036248.0,2036248.0,2036248.0,2036248.0,2036248.0,2036248.0,2036248.0,2036344.0,2023918.0,2033887.0,2033887.0,2033887.0,2033887.0,2033887.0,2033887.0,2033887.0,2033887.0,2033887.0,2033887.0,2033887.0
2020-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012743,2016702,2013829,2013829,2013829,2013829,2013829,2013829,2013829,2013829,2013829,2013829,2025018,2020421,2031377,2031377,2031377,2031377,2031377,2031377,2031377,2031377,2031377,2031377,2031947,2028532,2024524,2024524,2024524,2024524,2024524,2024524,2024524,2024524,2024524,2024524,2024835,2026059,2026587,2026587,2026587,2026587,2026587,2026587,2026587,2026587,2026587,2026587,2026062.0,2024661.0,2024661.0,2024661.0,2024661.0,2024661.0,2024661.0,2024661.0,2024661.0,2024661.0,2024661.0,2024661.0,2024634.0,2012649.0,2022505.0,2022505.0,2022505.0,2022505.0,2022505.0,2022505.0,2022505.0,2022505.0,2022505.0,2022505.0,2022505.0
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012504,2007046,2007046,2007046,2007046,2007046,2007046,2007046,2007046,2007046,2007046,2023037,2014717,2025813,2025813,2025813,2025813,2025813,2025813,2025813,2025813,2025813,2025813,2026382,2024850,2020078,2020078,2020078,2020078,2020078,2020078,2020078,2020078,2020078,2020078,2019013,2018027,2018780,2018780,2018780,2018780,2018780,2018780,2018780,2018780,2018780,2018780,2018060.0,2015855.0,2015855.0,2015855.0,2015855.0,2015855.0,2015855.0,2015855.0,2015855.0,2015855.0,2015855.0,2015855.0,2016821.0,2005092.0,2015653.0,2015653.0,2015653.0,2015653.0,2015653.0,2015653.0,2015653.0,2015653.0,2015653.0,2015653.0,2015653.0
