date,BOPGSTB_19970117,BOPGSTB_19970219,BOPGSTB_19970320,BOPGSTB_19970417,BOPGSTB_19970425,BOPGSTB_19970521,BOPGSTB_19970619,BOPGSTB_19970718,BOPGSTB_19970820,BOPGSTB_19970918,BOPGSTB_19971021,BOPGSTB_19971120,BOPGSTB_19971218,BOPGSTB_19980121,BOPGSTB_19980219,BOPGSTB_19980319,BOPGSTB_19980417,BOPGSTB_19980520,BOPGSTB_19980618,BOPGSTB_19980717,BOPGSTB_19980818,BOPGSTB_19980917,BOPGSTB_19981020,BOPGSTB_19981118,BOPGSTB_19981217,BOPGSTB_19990121,BOPGSTB_19990219,BOPGSTB_19990318,BOPGSTB_19990420,BOPGSTB_19990520,BOPGSTB_19990617,BOPGSTB_19990720,BOPGSTB_19990819,BOPGSTB_19990921,BOPGSTB_19991020,BOPGSTB_19991118,BOPGSTB_19991216,BOPGSTB_20000120,BOPGSTB_20000218,BOPGSTB_20000321,BOPGSTB_20000419,BOPGSTB_20000519,BOPGSTB_20000620,BOPGSTB_20000719,BOPGSTB_20000818,BOPGSTB_20000920,BOPGSTB_20001019,BOPGSTB_20001121,BOPGSTB_20001219,BOPGSTB_20010119,BOPGSTB_20010221,BOPGSTB_20010320,BOPGSTB_20010418,BOPGSTB_20010518,BOPGSTB_20010621,BOPGSTB_20010719,BOPGSTB_20010817,BOPGSTB_20010919,BOPGSTB_20011019,BOPGSTB_20011120,BOPGSTB_20011219,BOPGSTB_20020118,BOPGSTB_20020221,BOPGSTB_20020319,BOPGSTB_20020417,BOPGSTB_20020517,BOPGSTB_20020620,BOPGSTB_20020719,BOPGSTB_20020820,BOPGSTB_20020918,BOPGSTB_20021018,BOPGSTB_20021119,BOPGSTB_20021218,BOPGSTB_20030117,BOPGSTB_20030220,BOPGSTB_20030312,BOPGSTB_20030410,BOPGSTB_20030513,BOPGSTB_20030613,BOPGSTB_20030711,BOPGSTB_20030814,BOPGSTB_20030911,BOPGSTB_20031010,BOPGSTB_20031113,BOPGSTB_20031212,BOPGSTB_20040114,BOPGSTB_20040213,BOPGSTB_20040310,BOPGSTB_20040414,BOPGSTB_20040512,BOPGSTB_20040614,BOPGSTB_20040713,BOPGSTB_20040813,BOPGSTB_20040910,BOPGSTB_20041014,BOPGSTB_20041110,BOPGSTB_20041214,BOPGSTB_20050112,BOPGSTB_20050210,BOPGSTB_20050311,BOPGSTB_20050412,BOPGSTB_20050511,BOPGSTB_20050610,BOPGSTB_20050713,BOPGSTB_20050812,BOPGSTB_20050913,BOPGSTB_20051013,BOPGSTB_20051110,BOPGSTB_20051214,BOPGSTB_20060112,BOPGSTB_20060210,BOPGSTB_20060309,BOPGSTB_20060412,BOPGSTB_20060512,BOPGSTB_20060609,BOPGSTB_20060712,BOPGSTB_20060810,BOPGSTB_20060912,BOPGSTB_20061012,BOPGSTB_20061109,BOPGSTB_20061212,BOPGSTB_20070110,BOPGSTB_20070213,BOPGSTB_20070309,BOPGSTB_20070413,BOPGSTB_20070510,BOPGSTB_20070608,BOPGSTB_20070712,BOPGSTB_20070814,BOPGSTB_20070911,BOPGSTB_20071011,BOPGSTB_20071109,BOPGSTB_20071212,BOPGSTB_20080111,BOPGSTB_20080214,BOPGSTB_20080311,BOPGSTB_20080410,BOPGSTB_20080509,BOPGSTB_20080610,BOPGSTB_20080711,BOPGSTB_20080812,BOPGSTB_20080911,BOPGSTB_20081010,BOPGSTB_20081113,BOPGSTB_20081211,BOPGSTB_20090113,BOPGSTB_20090211,BOPGSTB_20090313,BOPGSTB_20090409,BOPGSTB_20090512,BOPGSTB_20090610,BOPGSTB_20090710,BOPGSTB_20090812,BOPGSTB_20090910,BOPGSTB_20091009,BOPGSTB_20091113,BOPGSTB_20091210,BOPGSTB_20100112,BOPGSTB_20100210,BOPGSTB_20100311,BOPGSTB_20100413,BOPGSTB_20100512,BOPGSTB_20100610,BOPGSTB_20100713,BOPGSTB_20100811,BOPGSTB_20100909,BOPGSTB_20101014,BOPGSTB_20101110,BOPGSTB_20101210,BOPGSTB_20110113,BOPGSTB_20110211,BOPGSTB_20110310,BOPGSTB_20110412,BOPGSTB_20110511,BOPGSTB_20110609,BOPGSTB_20110712,BOPGSTB_20110811,BOPGSTB_20110908,BOPGSTB_20111013,BOPGSTB_20111110,BOPGSTB_20111209,BOPGSTB_20120113,BOPGSTB_20120210,BOPGSTB_20120309,BOPGSTB_20120412,BOPGSTB_20120510,BOPGSTB_20120608,BOPGSTB_20120711,BOPGSTB_20120809,BOPGSTB_20120911,BOPGSTB_20121011,BOPGSTB_20121108,BOPGSTB_20121211,BOPGSTB_20130111,BOPGSTB_20130208,BOPGSTB_20130307,BOPGSTB_20130405,BOPGSTB_20130502,BOPGSTB_20130604,BOPGSTB_20130703,BOPGSTB_20130806,BOPGSTB_20130904,BOPGSTB_20131024,BOPGSTB_20131114,BOPGSTB_20131204,BOPGSTB_20140107,BOPGSTB_20140206,BOPGSTB_20140307,BOPGSTB_20140403,BOPGSTB_20140506,BOPGSTB_20140604,BOPGSTB_20140703,BOPGSTB_20140806,BOPGSTB_20140904,BOPGSTB_20141003,BOPGSTB_20141104,BOPGSTB_20141205,BOPGSTB_20150107,BOPGSTB_20150205,BOPGSTB_20150306,BOPGSTB_20150402,BOPGSTB_20150505,BOPGSTB_20150603,BOPGSTB_20150707,BOPGSTB_20150805,BOPGSTB_20150903,BOPGSTB_20151006,BOPGSTB_20151104,BOPGSTB_20151204,BOPGSTB_20160106,BOPGSTB_20160205,BOPGSTB_20160304,BOPGSTB_20160405,BOPGSTB_20160504,BOPGSTB_20160603,BOPGSTB_20160706,BOPGSTB_20160805,BOPGSTB_20160902,BOPGSTB_20161005,BOPGSTB_20161104,BOPGSTB_20161206,BOPGSTB_20170106,BOPGSTB_20170207,BOPGSTB_20170307,BOPGSTB_20170404,BOPGSTB_20170504,BOPGSTB_20170602,BOPGSTB_20170706,BOPGSTB_20170804,BOPGSTB_20170906,BOPGSTB_20171005,BOPGSTB_20171103,BOPGSTB_20171205,BOPGSTB_20180105,BOPGSTB_20180206,BOPGSTB_20180307,BOPGSTB_20180405,BOPGSTB_20180503,BOPGSTB_20180606,BOPGSTB_20180706,BOPGSTB_20180803,BOPGSTB_20180905,BOPGSTB_20181005,BOPGSTB_20181102,BOPGSTB_20181206,BOPGSTB_20190206,BOPGSTB_20190306,BOPGSTB_20190327,BOPGSTB_20190417,BOPGSTB_20190509,BOPGSTB_20190606,BOPGSTB_20190703,BOPGSTB_20190802,BOPGSTB_20190904,BOPGSTB_20191004,BOPGSTB_20191105,BOPGSTB_20191205,BOPGSTB_20200107,BOPGSTB_20200205,BOPGSTB_20200306,BOPGSTB_20200402,BOPGSTB_20200604,BOPGSTB_20200702,BOPGSTB_20200805,BOPGSTB_20200903,BOPGSTB_20201006,BOPGSTB_20201104,BOPGSTB_20201204,BOPGSTB_20210107,BOPGSTB_20210205,BOPGSTB_20210305,BOPGSTB_20210407,BOPGSTB_20210504,BOPGSTB_20210608,BOPGSTB_20210702,BOPGSTB_20210805,BOPGSTB_20210902,BOPGSTB_20211005,BOPGSTB_20211104,BOPGSTB_20211207,BOPGSTB_20220106,BOPGSTB_20220208,BOPGSTB_20220308,BOPGSTB_20220405,BOPGSTB_20220504,BOPGSTB_20220607,BOPGSTB_20220707,BOPGSTB_20220804,BOPGSTB_20220907,BOPGSTB_20221005,BOPGSTB_20221103,BOPGSTB_20221206,BOPGSTB_20230105,BOPGSTB_20230207,BOPGSTB_20230308,BOPGSTB_20230405,BOPGSTB_20230504,BOPGSTB_20230607,BOPGSTB_20230706,BOPGSTB_20230808,BOPGSTB_20230906,BOPGSTB_20231005,BOPGSTB_20231107,BOPGSTB_20231206,BOPGSTB_20240109,BOPGSTB_20240207,BOPGSTB_20240307,BOPGSTB_20240404,BOPGSTB_20240502,BOPGSTB_20240606,BOPGSTB_20240703,BOPGSTB_20240806,BOPGSTB_20240904,BOPGSTB_20241008,BOPGSTB_20241105,BOPGSTB_20241205,BOPGSTB_20250107,BOPGSTB_20250205,BOPGSTB_20250306,BOPGSTB_20250403,BOPGSTB_20250506,BOPGSTB_20250605,BOPGSTB_20250703,BOPGSTB_20250805,BOPGSTB_20250904,BOPGSTB_20251119,BOPGSTB_20251211,BOPGSTB_20260108,BOPGSTB_20260129,BOPGSTB_20260219,BOPGSTB_20260312,BOPGSTB_20260402
1992-01-01,-2031,-2031,-2031,-2031,-2031,-2031,-2115,-2115,-2115,-2115,-2115,-2115,-2115,-2115,-2115,-2115,-2115,-2115,-2087,-2087,-2087,-2087,-2087,-2087,-2087,-2087,-2087,-2087,-2087,-2087,-1936,-1936,-1936,-1936,-1936,-1936,-1936,-1936,-1936,-1936,-1936,-1936,-1824,-1824,-1824,-1824,-1824,-1824,-1824,-1824,-1824,-1824,-1824,-1824,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1662,-1700,-1700,-1700,-1700,-1700,-1700,-1700,-1700,-1700,-1700,-1700,-1700,-2016,-2016,-2016,-2016,-2016,-2016,-2016,-2016,-2016,-2016,-2016,-2016,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026,-2026
1992-02-01,35,35,35,35,35,35,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,105,105,105,105,105,105,105,105,105,105,105,105,219,219,219,219,219,219,219,219,219,219,219,219,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-206,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-822,-822,-822,-822,-822,-822,-822,-822,-822,-822,-822,-822,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831
1992-03-01,-1794,-1794,-1794,-1794,-1794,-1794,-1907,-1907,-1907,-1907,-1907,-1907,-1907,-1907,-1907,-1907,-1907,-1907,-1855,-1855,-1855,-1855,-1855,-1855,-1855,-1855,-1855,-1855,-1855,-1855,-1705,-1705,-1705,-1705,-1705,-1705,-1705,-1705,-1705,-1705,-1705,-1705,-1591,-1591,-1591,-1591,-1591,-1591,-1591,-1591,-1591,-1591,-1591,-1591,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2140,-2157,-2157,-2157,-2157,-2157,-2157,-2157,-2157,-2157,-2157,-2157,-2157,-2631,-2631,-2631,-2631,-2631,-2631,-2631,-2631,-2631,-2631,-2631,-2631,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641,-2641
1992-04-01,-2643,-2643,-2643,-2643,-2643,-2643,-2684,-2684,-2684,-2684,-2684,-2684,-2684,-2684,-2684,-2684,-2684,-2684,-2625,-2625,-2625,-2625,-2625,-2625,-2625,-2625,-2625,-2625,-2625,-2625,-2481,-2481,-2481,-2481,-2481,-2481,-2481,-2481,-2481,-2481,-2481,-2481,-2367,-2367,-2367,-2367,-2367,-2367,-2367,-2367,-2367,-2367,-2367,-2367,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-3002,-3002,-3002,-3002,-3002,-3002,-3002,-3002,-3002,-3002,-3002,-3002,-3100,-3100,-3100,-3100,-3100,-3100,-3100,-3100,-3100,-3100,-3100,-3100,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109,-3109
1992-05-01,-4194,-4194,-4194,-4194,-4194,-4194,-4266,-4266,-4266,-4266,-4266,-4266,-4266,-4266,-4266,-4266,-4266,-4266,-4212,-4212,-4212,-4212,-4212,-4212,-4212,-4212,-4212,-4212,-4212,-4212,-4068,-4068,-4068,-4068,-4068,-4068,-4068,-4068,-4068,-4068,-4068,-4068,-3955,-3955,-3955,-3955,-3955,-3955,-3955,-3955,-3955,-3955,-3955,-3955,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-3993,-4010,-4010,-4010,-4010,-4010,-4010,-4010,-4010,-4010,-4010,-4010,-4010,-3909,-3909,-3909,-3909,-3909,-3909,-3909,-3909,-3909,-3909,-3909,-3909,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919,-3919
1992-06-01,-3163,-3163,-3163,-3163,-3163,-3163,-3250,-3250,-3250,-3250,-3250,-3250,-3250,-3250,-3250,-3250,-3250,-3250,-3194,-3194,-3194,-3194,-3194,-3194,-3194,-3194,-3194,-3194,-3194,-3194,-3050,-3050,-3050,-3050,-3050,-3050,-3050,-3050,-3050,-3050,-3050,-3050,-2937,-2937,-2937,-2937,-2937,-2937,-2937,-2937,-2937,-2937,-2937,-2937,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3132,-3146,-3146,-3146,-3146,-3146,-3146,-3146,-3146,-3146,-3146,-3146,-3146,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824,-2824
1992-07-01,-3761,-3761,-3761,-3761,-3761,-3761,-3874,-3874,-3874,-3874,-3874,-3874,-3874,-3874,-3874,-3874,-3874,-3874,-3843,-3843,-3843,-3843,-3843,-3843,-3843,-3843,-3843,-3843,-3843,-3843,-3711,-3711,-3711,-3711,-3711,-3711,-3711,-3711,-3711,-3711,-3711,-3711,-3597,-3597,-3597,-3597,-3597,-3597,-3597,-3597,-3597,-3597,-3597,-3597,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2892,-2906,-2906,-2906,-2906,-2906,-2906,-2906,-2906,-2906,-2906,-2906,-2906,-2771,-2771,-2771,-2771,-2771,-2771,-2771,-2771,-2771,-2771,-2771,-2771,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781,-2781
