date,RSXFS_20010613,RSXFS_20010713,RSXFS_20010814,RSXFS_20010914,RSXFS_20011012,RSXFS_20011114,RSXFS_20011213,RSXFS_20020115,RSXFS_20020213,RSXFS_20020313,RSXFS_20020412,RSXFS_20020503,RSXFS_20020514,RSXFS_20020613,RSXFS_20020712,RSXFS_20020813,RSXFS_20020913,RSXFS_20021011,RSXFS_20021114,RSXFS_20021212,RSXFS_20030114,RSXFS_20030213,RSXFS_20030313,RSXFS_20030411,RSXFS_20030430,RSXFS_20030514,RSXFS_20030612,RSXFS_20030715,RSXFS_20030813,RSXFS_20030912,RSXFS_20031015,RSXFS_20031114,RSXFS_20031211,RSXFS_20040115,RSXFS_20040212,RSXFS_20040311,RSXFS_20040330,RSXFS_20040402,RSXFS_20040413,RSXFS_20040513,RSXFS_20040614,RSXFS_20040714,RSXFS_20040812,RSXFS_20040914,RSXFS_20041015,RSXFS_20041112,RSXFS_20041213,RSXFS_20050113,RSXFS_20050215,RSXFS_20050315,RSXFS_20050331,RSXFS_20050413,RSXFS_20050512,RSXFS_20050614,RSXFS_20050714,RSXFS_20050811,RSXFS_20050914,RSXFS_20051014,RSXFS_20051115,RSXFS_20051213,RSXFS_20060113,RSXFS_20060214,RSXFS_20060314,RSXFS_20060330,RSXFS_20060413,RSXFS_20060511,RSXFS_20060613,RSXFS_20060714,RSXFS_20060811,RSXFS_20060914,RSXFS_20061013,RSXFS_20061114,RSXFS_20061130,RSXFS_20061213,RSXFS_20070112,RSXFS_20070214,RSXFS_20070313,RSXFS_20070329,RSXFS_20070416,RSXFS_20070511,RSXFS_20070613,RSXFS_20070713,RSXFS_20070813,RSXFS_20070914,RSXFS_20071012,RSXFS_20071114,RSXFS_20071213,RSXFS_20080115,RSXFS_20080213,RSXFS_20080313,RSXFS_20080414,RSXFS_20080430,RSXFS_20080513,RSXFS_20080612,RSXFS_20080715,RSXFS_20080813,RSXFS_20080912,RSXFS_20081015,RSXFS_20081114,RSXFS_20081212,RSXFS_20090114,RSXFS_20090212,RSXFS_20090312,RSXFS_20090414,RSXFS_20090430,RSXFS_20090513,RSXFS_20090611,RSXFS_20090714,RSXFS_20090813,RSXFS_20090915,RSXFS_20091014,RSXFS_20091116,RSXFS_20091211,RSXFS_20100114,RSXFS_20100212,RSXFS_20100312,RSXFS_20100414,RSXFS_20100430,RSXFS_20100514,RSXFS_20100611,RSXFS_20100714,RSXFS_20100813,RSXFS_20100914,RSXFS_20101015,RSXFS_20101115,RSXFS_20101214,RSXFS_20110114,RSXFS_20110215,RSXFS_20110311,RSXFS_20110413,RSXFS_20110429,RSXFS_20110512,RSXFS_20110614,RSXFS_20110714,RSXFS_20110812,RSXFS_20110914,RSXFS_20111014,RSXFS_20111115,RSXFS_20111213,RSXFS_20120112,RSXFS_20120214,RSXFS_20120313,RSXFS_20120416,RSXFS_20120430,RSXFS_20120515,RSXFS_20120613,RSXFS_20120716,RSXFS_20120814,RSXFS_20120914,RSXFS_20121015,RSXFS_20121114,RSXFS_20121213,RSXFS_20130115,RSXFS_20130213,RSXFS_20130313,RSXFS_20130412,RSXFS_20130513,RSXFS_20130531,RSXFS_20130613,RSXFS_20130715,RSXFS_20130813,RSXFS_20130913,RSXFS_20131029,RSXFS_20131120,RSXFS_20131212,RSXFS_20140114,RSXFS_20140213,RSXFS_20140313,RSXFS_20140414,RSXFS_20140513,RSXFS_20140612,RSXFS_20140715,RSXFS_20140813,RSXFS_20140912,RSXFS_20141015,RSXFS_20141114,RSXFS_20141211,RSXFS_20150114,RSXFS_20150212,RSXFS_20150312,RSXFS_20150414,RSXFS_20150513,RSXFS_20150611,RSXFS_20150714,RSXFS_20150813,RSXFS_20150915,RSXFS_20151014,RSXFS_20151113,RSXFS_20151211,RSXFS_20160115,RSXFS_20160212,RSXFS_20160315,RSXFS_20160413,RSXFS_20160513,RSXFS_20160614,RSXFS_20160715,RSXFS_20160812,RSXFS_20160915,RSXFS_20161014,RSXFS_20161115,RSXFS_20161214,RSXFS_20170113,RSXFS_20170215,RSXFS_20170315,RSXFS_20170414,RSXFS_20170512,RSXFS_20170614,RSXFS_20170714,RSXFS_20170815,RSXFS_20170915,RSXFS_20171013,RSXFS_20171115,RSXFS_20171214,RSXFS_20180112,RSXFS_20180214,RSXFS_20180314,RSXFS_20180416,RSXFS_20180515,RSXFS_20180525,RSXFS_20180614,RSXFS_20180716,RSXFS_20180815,RSXFS_20180914,RSXFS_20181015,RSXFS_20181115,RSXFS_20181214,RSXFS_20190214,RSXFS_20190311,RSXFS_20190401,RSXFS_20190418,RSXFS_20190515,RSXFS_20190614,RSXFS_20190716,RSXFS_20190815,RSXFS_20190913,RSXFS_20191016,RSXFS_20191115,RSXFS_20191213,RSXFS_20200116,RSXFS_20200214,RSXFS_20200317,RSXFS_20200415,RSXFS_20200515,RSXFS_20200616,RSXFS_20200716,RSXFS_20200814,RSXFS_20200916,RSXFS_20201016,RSXFS_20201117,RSXFS_20201216,RSXFS_20210115,RSXFS_20210217,RSXFS_20210316,RSXFS_20210415,RSXFS_20210426,RSXFS_20210514,RSXFS_20210615,RSXFS_20210716,RSXFS_20210817,RSXFS_20210916,RSXFS_20211015,RSXFS_20211116,RSXFS_20211215,RSXFS_20220114,RSXFS_20220216,RSXFS_20220316,RSXFS_20220414,RSXFS_20220425,RSXFS_20220517,RSXFS_20220615,RSXFS_20220715,RSXFS_20220817,RSXFS_20220915,RSXFS_20221014,RSXFS_20221116,RSXFS_20221215,RSXFS_20230118,RSXFS_20230215,RSXFS_20230315,RSXFS_20230414,RSXFS_20230424,RSXFS_20230516,RSXFS_20230615,RSXFS_20230718,RSXFS_20230815,RSXFS_20230914,RSXFS_20231017,RSXFS_20231115,RSXFS_20231214,RSXFS_20240117,RSXFS_20240215,RSXFS_20240314,RSXFS_20240415,RSXFS_20240423,RSXFS_20240515,RSXFS_20240618,RSXFS_20240716,RSXFS_20240815,RSXFS_20240917,RSXFS_20241017,RSXFS_20241115,RSXFS_20241217,RSXFS_20250116,RSXFS_20250214,RSXFS_20250317,RSXFS_20250416,RSXFS_20250425,RSXFS_20250515,RSXFS_20250617,RSXFS_20250717,RSXFS_20250815,RSXFS_20250916,RSXFS_20251125,RSXFS_20251216,RSXFS_20260114,RSXFS_20260210,RSXFS_20260306,RSXFS_20260401,RSXFS_20260421
2011-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353826,353863,354319,354319,354319,354319,354319,350582,350582,350582,350582,350582,350582,350098,349809,349809,349809,349809,349809,349809,349809,348048,348048,348048,348048,348048,348048,348048,348048,348048,348048,348048,348048,347663,347663,347663,347663,347663,347663,347663,347663,347663,347663,347663,347663,345332,345332,345332,345332,345332,345332,345332,345332,345332,345332,345332,345332,345254,345254,345254,345254,345254,345254,345254,345254,345254,345254,345254,345254,345346,345346,345346,345346,345346,345346,345346,345346,345346,345346,345346,345346,345346,345701,345701,345701,345701,345701,345701,345701,345701,345701,345701,345701,345701,345701,345701,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345696,345496,345496,345496,345496,345496,345496,345496,345496,345496,345496,345496,345496,345496,345745,345745,345745,345745,345745,345745,345745,345745,345745,345745,345745,345745,345745,345545,345545,345545,345545,345545,345545,345545,345545,345545,345545,345545,345545,345545,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,345554.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0,339011.0
2011-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355840,356499,356544,356544,356544,356544,353856,353856,353856,353856,353856,353856,353856,354142,354410,354410,354410,354410,354410,354410,352349,352349,352349,352349,352349,352349,352349,352349,352349,352349,352349,352349,351796,351796,351796,351796,351796,351796,351796,351796,351796,351796,351796,351796,348631,348631,348631,348631,348631,348631,348631,348631,348631,348631,348631,348631,348092,348092,348092,348092,348092,348092,348092,348092,348092,348092,348092,348092,348095,348095,348095,348095,348095,348095,348095,348095,348095,348095,348095,348095,348095,347734,347734,347734,347734,347734,347734,347734,347734,347734,347734,347734,347734,347734,347734,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347717,347924,347924,347924,347924,347924,347924,347924,347924,347924,347924,347924,347924,347924,347942,347942,347942,347942,347942,347942,347942,347942,347942,347942,347942,347942,347942,347682,347682,347682,347682,347682,347682,347682,347682,347682,347682,347682,347682,347682,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,347691.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0,341058.0
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357488,357923,357594,357594,357594,355620,355620,355620,355620,355620,355620,355620,355620,355430,355077,355077,355077,355077,355077,353399,353399,353399,353399,353399,353399,353399,353399,353399,353399,353399,353399,352761,352761,352761,352761,352761,352761,352761,352761,352761,352761,352761,352761,349723,349723,349723,349723,349723,349723,349723,349723,349723,349723,349723,349723,349275,349275,349275,349275,349275,349275,349275,349275,349275,349275,349275,349275,349379,349379,349379,349379,349379,349379,349379,349379,349379,349379,349379,349379,349379,349350,349350,349350,349350,349350,349350,349350,349350,349350,349350,349350,349350,349350,349350,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349352,349304,349304,349304,349304,349304,349304,349304,349304,349304,349304,349304,349304,349304,349156,349156,349156,349156,349156,349156,349156,349156,349156,349156,349156,349156,349156,348930,348930,348930,348930,348930,348930,348930,348930,348930,348930,348930,348930,348930,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,349082.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0,342214.0
2011-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357975,357511,358540,358540,355554,355554,355554,355554,355554,355554,355554,355554,355554,354641,354718,354718,354718,354718,351833,351833,351833,351833,351833,351833,351833,351833,351833,351833,351833,351833,351807,351807,351807,351807,351807,351807,351807,351807,351807,351807,351807,351807,349714,349714,349714,349714,349714,349714,349714,349714,349714,349714,349714,349714,349737,349737,349737,349737,349737,349737,349737,349737,349737,349737,349737,349737,349798,349798,349798,349798,349798,349798,349798,349798,349798,349798,349798,349798,349798,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349990,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349973,349744,349744,349744,349744,349744,349744,349744,349744,349744,349744,349744,349744,349744,349721,349721,349721,349721,349721,349721,349721,349721,349721,349721,349721,349721,349721,349671,349671,349671,349671,349671,349671,349671,349671,349671,349671,349671,349671,349671,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,349646.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0,343093.0
2012-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358782,360448,360878,357535,357535,357535,357535,357535,357535,357535,357535,357535,357535,356252,357275,357275,357275,354040,354040,354040,354040,354040,354040,354040,354040,354040,354040,354040,354040,354950,354950,354950,354950,354950,354950,354950,354950,354950,354950,354950,354950,352598,352598,352598,352598,352598,352598,352598,352598,352598,352598,352598,352598,352546,352546,352546,352546,352546,352546,352546,352546,352546,352546,352546,352546,352643,352643,352643,352643,352643,352643,352643,352643,352643,352643,352643,352643,352643,352600,352600,352600,352600,352600,352600,352600,352600,352600,352600,352600,352600,352600,352600,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352610,352862,352862,352862,352862,352862,352862,352862,352862,352862,352862,352862,352862,352862,352736,352736,352736,352736,352736,352736,352736,352736,352736,352736,352736,352736,352736,352554,352554,352554,352554,352554,352554,352554,352554,352554,352554,352554,352554,352554,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,352564.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0,345656.0
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364382,364697,361527,361364,361364,361364,361364,361364,361364,361364,361364,361364,361364,359472,359186,359186,358925,358925,358925,358925,358925,358925,358925,358925,358925,358925,358925,358925,359612,359612,359612,359612,359612,359612,359612,359612,359612,359612,359612,359612,357278,357278,357278,357278,357278,357278,357278,357278,357278,357278,357278,357278,357166,357166,357166,357166,357166,357166,357166,357166,357166,357166,357166,357166,357047,357047,357047,357047,357047,357047,357047,357047,357047,357047,357047,357047,357047,357187,357187,357187,357187,357187,357187,357187,357187,357187,357187,357187,357187,357187,357187,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357233,357379,357379,357379,357379,357379,357379,357379,357379,357379,357379,357379,357379,357379,357435,357435,357435,357435,357435,357435,357435,357435,357435,357435,357435,357435,357435,357205,357205,357205,357205,357205,357205,357205,357205,357205,357205,357205,357205,357205,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,357350.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0,350345.0
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367771,364604,363736,362448,362448,362448,362448,362448,362448,362448,362448,362448,362448,363137,362821,361459,361459,361459,361459,361459,361459,361459,361459,361459,361459,361459,361459,361087,361087,361087,361087,361087,361087,361087,361087,361087,361087,361087,361087,359189,359189,359189,359189,359189,359189,359189,359189,359189,359189,359189,359189,358872,358872,358872,358872,358872,358872,358872,358872,358872,358872,358872,358872,358917,358917,358917,358917,358917,358917,358917,358917,358917,358917,358917,358917,358917,358857,358857,358857,358857,358857,358857,358857,358857,358857,358857,358857,358857,358857,358857,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358862,358719,358719,358719,358719,358719,358719,358719,358719,358719,358719,358719,358719,358719,358712,358712,358712,358712,358712,358712,358712,358712,358712,358712,358712,358712,358712,358614,358614,358614,358614,358614,358614,358614,358614,358614,358614,358614,358614,358614,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,358627.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0
2012-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364163,361336,360174,360174,360174,360174,360174,360174,360174,360174,360174,360174,360373,359696,360119,360119,360119,360119,360119,360119,360119,360119,360119,360119,360119,359494,359494,359494,359494,359494,359494,359494,359494,359494,359494,359494,359494,356541,356541,356541,356541,356541,356541,356541,356541,356541,356541,356541,356541,356670,356670,356670,356670,356670,356670,356670,356670,356670,356670,356670,356670,356669,356669,356669,356669,356669,356669,356669,356669,356669,356669,356669,356669,356669,356558,356558,356558,356558,356558,356558,356558,356558,356558,356558,356558,356558,356558,356558,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356550,356849,356849,356849,356849,356849,356849,356849,356849,356849,356849,356849,356849,356849,356872,356872,356872,356872,356872,356872,356872,356872,356872,356872,356872,356872,356872,356588,356588,356588,356588,356588,356588,356588,356588,356588,356588,356588,356588,356588,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,356607.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0,349722.0
2012-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360719,359625,359814,359814,359814,359814,359814,359814,359814,359814,359814,359814,359810,359723,359525,359525,359525,359525,359525,359525,359525,359525,359525,359525,359241,359241,359241,359241,359241,359241,359241,359241,359241,359241,359241,359241,356256,356256,356256,356256,356256,356256,356256,356256,356256,356256,356256,356256,356133,356133,356133,356133,356133,356133,356133,356133,356133,356133,356133,356133,356057,356057,356057,356057,356057,356057,356057,356057,356057,356057,356057,356057,356057,356034,356034,356034,356034,356034,356034,356034,356034,356034,356034,356034,356034,356034,356034,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356050,356018,356018,356018,356018,356018,356018,356018,356018,356018,356018,356018,356018,356018,356054,356054,356054,356054,356054,356054,356054,356054,356054,356054,356054,356054,356054,355793,355793,355793,355793,355793,355793,355793,355793,355793,355793,355793,355793,355793,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,355867.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0,349064.0
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357763,356946,356962,356962,356962,356962,356962,356962,356962,356962,356962,356353,356353,356015,356066,356066,356066,356066,356066,356066,356066,356066,356066,355226,355226,355226,355226,355226,355226,355226,355226,355226,355226,355226,355226,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352397,352170,352170,352170,352170,352170,352170,352170,352170,352170,352170,352170,352170,352240,352240,352240,352240,352240,352240,352240,352240,352240,352240,352240,352240,352240,352561,352561,352561,352561,352561,352561,352561,352561,352561,352561,352561,352561,352561,352561,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352556,352043,352043,352043,352043,352043,352043,352043,352043,352043,352043,352043,352043,352043,352011,352011,352011,352011,352011,352011,352011,352011,352011,352011,352011,352011,352011,352088,352088,352088,352088,352088,352088,352088,352088,352088,352088,352088,352088,352088,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,352053.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0,345339.0
2012-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359857,359352,359725,359725,359725,359725,359725,359725,359725,359725,358780,358780,358780,358622,358509,358509,358509,358509,358509,358509,358509,358509,357428,357428,357428,357428,357428,357428,357428,357428,357428,357428,357428,357428,354292,354292,354292,354292,354292,354292,354292,354292,354292,354292,354292,354292,353792,353792,353792,353792,353792,353792,353792,353792,353792,353792,353792,353792,353671,353671,353671,353671,353671,353671,353671,353671,353671,353671,353671,353671,353671,353798,353798,353798,353798,353798,353798,353798,353798,353798,353798,353798,353798,353798,353798,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353782,353891,353891,353891,353891,353891,353891,353891,353891,353891,353891,353891,353891,353891,353974,353974,353974,353974,353974,353974,353974,353974,353974,353974,353974,353974,353974,353723,353723,353723,353723,353723,353723,353723,353723,353723,353723,353723,353723,353723,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,353688.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0,346936.0
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362696,364288,363826,363826,363826,363826,363826,363826,363826,363616,363616,363616,363616,363341,363278,363278,363278,363278,363278,363278,363278,362407,362407,362407,362407,362407,362407,362407,362407,362407,362407,362407,362407,358479,358479,358479,358479,358479,358479,358479,358479,358479,358479,358479,358479,358186,358186,358186,358186,358186,358186,358186,358186,358186,358186,358186,358186,358149,358149,358149,358149,358149,358149,358149,358149,358149,358149,358149,358149,358149,358398,358398,358398,358398,358398,358398,358398,358398,358398,358398,358398,358398,358398,358398,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358397,358450,358450,358450,358450,358450,358450,358450,358450,358450,358450,358450,358450,358450,358575,358575,358575,358575,358575,358575,358575,358575,358575,358575,358575,358575,358575,358452,358452,358452,358452,358452,358452,358452,358452,358452,358452,358452,358452,358452,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,358499.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0,351782.0
2012-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368787,368659,368346,368346,368346,368346,368346,368346,367488,367488,367488,367488,367488,368062,367913,367913,367913,367913,367913,367913,366648,366648,366648,366648,366648,366648,366648,366648,366648,366648,366648,366648,362886,362886,362886,362886,362886,362886,362886,362886,362886,362886,362886,362886,361676,361676,361676,361676,361676,361676,361676,361676,361676,361676,361676,361676,361618,361618,361618,361618,361618,361618,361618,361618,361618,361618,361618,361618,361618,361293,361293,361293,361293,361293,361293,361293,361293,361293,361293,361293,361293,361293,361293,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361281,361470,361470,361470,361470,361470,361470,361470,361470,361470,361470,361470,361470,361470,361370,361370,361370,361370,361370,361370,361370,361370,361370,361370,361370,361370,361370,361166,361166,361166,361166,361166,361166,361166,361166,361166,361166,361166,361166,361166,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,361272.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0,354575.0
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367563,366881,367475,367475,367475,367475,367475,367332,367332,367332,367332,367332,367332,367544,367798,367798,367798,367798,367798,366507,366507,366507,366507,366507,366507,366507,366507,366507,366507,366507,366507,362014,362014,362014,362014,362014,362014,362014,362014,362014,362014,362014,362014,361819,361819,361819,361819,361819,361819,361819,361819,361819,361819,361819,361819,362081,362081,362081,362081,362081,362081,362081,362081,362081,362081,362081,362081,362081,362102,362102,362102,362102,362102,362102,362102,362102,362102,362102,362102,362102,362102,362102,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,362129,361991,361991,361991,361991,361991,361991,361991,361991,361991,361991,361991,361991,361991,361864,361864,361864,361864,361864,361864,361864,361864,361864,361864,361864,361864,361864,361714,361714,361714,361714,361714,361714,361714,361714,361714,361714,361714,361714,361714,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,361685.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0,354747.0
