date,RSXFS_20010613,RSXFS_20010713,RSXFS_20010814,RSXFS_20010914,RSXFS_20011012,RSXFS_20011114,RSXFS_20011213,RSXFS_20020115,RSXFS_20020213,RSXFS_20020313,RSXFS_20020412,RSXFS_20020503,RSXFS_20020514,RSXFS_20020613,RSXFS_20020712,RSXFS_20020813,RSXFS_20020913,RSXFS_20021011,RSXFS_20021114,RSXFS_20021212,RSXFS_20030114,RSXFS_20030213,RSXFS_20030313,RSXFS_20030411,RSXFS_20030430,RSXFS_20030514,RSXFS_20030612,RSXFS_20030715,RSXFS_20030813,RSXFS_20030912,RSXFS_20031015,RSXFS_20031114,RSXFS_20031211,RSXFS_20040115,RSXFS_20040212,RSXFS_20040311,RSXFS_20040330,RSXFS_20040402,RSXFS_20040413,RSXFS_20040513,RSXFS_20040614,RSXFS_20040714,RSXFS_20040812,RSXFS_20040914,RSXFS_20041015,RSXFS_20041112,RSXFS_20041213,RSXFS_20050113,RSXFS_20050215,RSXFS_20050315,RSXFS_20050331,RSXFS_20050413,RSXFS_20050512,RSXFS_20050614,RSXFS_20050714,RSXFS_20050811,RSXFS_20050914,RSXFS_20051014,RSXFS_20051115,RSXFS_20051213,RSXFS_20060113,RSXFS_20060214,RSXFS_20060314,RSXFS_20060330,RSXFS_20060413,RSXFS_20060511,RSXFS_20060613,RSXFS_20060714,RSXFS_20060811,RSXFS_20060914,RSXFS_20061013,RSXFS_20061114,RSXFS_20061130,RSXFS_20061213,RSXFS_20070112,RSXFS_20070214,RSXFS_20070313,RSXFS_20070329,RSXFS_20070416,RSXFS_20070511,RSXFS_20070613,RSXFS_20070713,RSXFS_20070813,RSXFS_20070914,RSXFS_20071012,RSXFS_20071114,RSXFS_20071213,RSXFS_20080115,RSXFS_20080213,RSXFS_20080313,RSXFS_20080414,RSXFS_20080430,RSXFS_20080513,RSXFS_20080612,RSXFS_20080715,RSXFS_20080813,RSXFS_20080912,RSXFS_20081015,RSXFS_20081114,RSXFS_20081212,RSXFS_20090114,RSXFS_20090212,RSXFS_20090312,RSXFS_20090414,RSXFS_20090430,RSXFS_20090513,RSXFS_20090611,RSXFS_20090714,RSXFS_20090813,RSXFS_20090915,RSXFS_20091014,RSXFS_20091116,RSXFS_20091211,RSXFS_20100114,RSXFS_20100212,RSXFS_20100312,RSXFS_20100414,RSXFS_20100430,RSXFS_20100514,RSXFS_20100611,RSXFS_20100714,RSXFS_20100813,RSXFS_20100914,RSXFS_20101015,RSXFS_20101115,RSXFS_20101214,RSXFS_20110114,RSXFS_20110215,RSXFS_20110311,RSXFS_20110413,RSXFS_20110429,RSXFS_20110512,RSXFS_20110614,RSXFS_20110714,RSXFS_20110812,RSXFS_20110914,RSXFS_20111014,RSXFS_20111115,RSXFS_20111213,RSXFS_20120112,RSXFS_20120214,RSXFS_20120313,RSXFS_20120416,RSXFS_20120430,RSXFS_20120515,RSXFS_20120613,RSXFS_20120716,RSXFS_20120814,RSXFS_20120914,RSXFS_20121015,RSXFS_20121114,RSXFS_20121213,RSXFS_20130115,RSXFS_20130213,RSXFS_20130313,RSXFS_20130412,RSXFS_20130513,RSXFS_20130531,RSXFS_20130613,RSXFS_20130715,RSXFS_20130813,RSXFS_20130913,RSXFS_20131029,RSXFS_20131120,RSXFS_20131212,RSXFS_20140114,RSXFS_20140213,RSXFS_20140313,RSXFS_20140414,RSXFS_20140513,RSXFS_20140612,RSXFS_20140715,RSXFS_20140813,RSXFS_20140912,RSXFS_20141015,RSXFS_20141114,RSXFS_20141211,RSXFS_20150114,RSXFS_20150212,RSXFS_20150312,RSXFS_20150414,RSXFS_20150513,RSXFS_20150611,RSXFS_20150714,RSXFS_20150813,RSXFS_20150915,RSXFS_20151014,RSXFS_20151113,RSXFS_20151211,RSXFS_20160115,RSXFS_20160212,RSXFS_20160315,RSXFS_20160413,RSXFS_20160513,RSXFS_20160614,RSXFS_20160715,RSXFS_20160812,RSXFS_20160915,RSXFS_20161014,RSXFS_20161115,RSXFS_20161214,RSXFS_20170113,RSXFS_20170215,RSXFS_20170315,RSXFS_20170414,RSXFS_20170512,RSXFS_20170614,RSXFS_20170714,RSXFS_20170815,RSXFS_20170915,RSXFS_20171013,RSXFS_20171115,RSXFS_20171214,RSXFS_20180112,RSXFS_20180214,RSXFS_20180314,RSXFS_20180416,RSXFS_20180515,RSXFS_20180525,RSXFS_20180614,RSXFS_20180716,RSXFS_20180815,RSXFS_20180914,RSXFS_20181015,RSXFS_20181115,RSXFS_20181214,RSXFS_20190214,RSXFS_20190311,RSXFS_20190401,RSXFS_20190418,RSXFS_20190515,RSXFS_20190614,RSXFS_20190716,RSXFS_20190815,RSXFS_20190913,RSXFS_20191016,RSXFS_20191115,RSXFS_20191213,RSXFS_20200116,RSXFS_20200214,RSXFS_20200317,RSXFS_20200415,RSXFS_20200515,RSXFS_20200616,RSXFS_20200716,RSXFS_20200814,RSXFS_20200916,RSXFS_20201016,RSXFS_20201117,RSXFS_20201216,RSXFS_20210115,RSXFS_20210217,RSXFS_20210316,RSXFS_20210415,RSXFS_20210426,RSXFS_20210514,RSXFS_20210615,RSXFS_20210716,RSXFS_20210817,RSXFS_20210916,RSXFS_20211015,RSXFS_20211116,RSXFS_20211215,RSXFS_20220114,RSXFS_20220216,RSXFS_20220316,RSXFS_20220414,RSXFS_20220425,RSXFS_20220517,RSXFS_20220615,RSXFS_20220715,RSXFS_20220817,RSXFS_20220915,RSXFS_20221014,RSXFS_20221116,RSXFS_20221215,RSXFS_20230118,RSXFS_20230215,RSXFS_20230315,RSXFS_20230414,RSXFS_20230424,RSXFS_20230516,RSXFS_20230615,RSXFS_20230718,RSXFS_20230815,RSXFS_20230914,RSXFS_20231017,RSXFS_20231115,RSXFS_20231214,RSXFS_20240117,RSXFS_20240215,RSXFS_20240314,RSXFS_20240415,RSXFS_20240423,RSXFS_20240515,RSXFS_20240618,RSXFS_20240716,RSXFS_20240815,RSXFS_20240917,RSXFS_20241017,RSXFS_20241115,RSXFS_20241217,RSXFS_20250116,RSXFS_20250214,RSXFS_20250317,RSXFS_20250416,RSXFS_20250425,RSXFS_20250515,RSXFS_20250617,RSXFS_20250717,RSXFS_20250815,RSXFS_20250916,RSXFS_20251125,RSXFS_20251216,RSXFS_20260114,RSXFS_20260210,RSXFS_20260306,RSXFS_20260401,RSXFS_20260421
2002-04-01,,,,,,,,,,,,,272057,271605,271522,271522,271522,271522,271522,271522,271522,271522,271522,271522,269091,269655,270022,270022,270022,270022,270022,270022,270022,270022,270022,270022,269730,269686,269686,269686,269686,269686,269686,269686,269686,269686,269686,269686,269686,269686,262892,262892,262892,262892,262892,262892,262892,262892,262892,262892,262892,262892,262892,261757,261757,261757,261757,261757,261757,261757,261757,261757,261757,261757,261757,261757,261757,261579,261579,261579,261579,261579,261579,261579,261579,261579,261579,261579,261579,261579,261579,261410,261410,261410,261410,261410,261410,261410,261410,261410,261410,261410,261410,261410,261633,261633,261633,261633,261633,261633,261633,261633,261633,261633,261633,261633,261633,261512,261512,261512,261512,261512,261512,261512,261512,261512,261512,261512,261512,261512,261583,261583,261583,261583,261583,261583,261583,261583,261583,261583,261583,261583,261583,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261327,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261320,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,261333,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0,254543.0
2002-05-01,,,,,,,,,,,,,,269045,268287,268439,268439,268439,268439,268439,268439,268439,268439,268439,266194,266194,266146,266228,266228,266228,266228,266228,266228,266228,266228,266228,266005,266178,266178,266178,266178,266178,266178,266178,266178,266178,266178,266178,266178,266178,258245,258245,258245,258245,258245,258245,258245,258245,258245,258245,258245,258245,258245,257770,257770,257770,257770,257770,257770,257770,257770,257770,257770,257770,257770,257770,257770,257777,257777,257777,257777,257777,257777,257777,257777,257777,257777,257777,257777,257777,257777,257849,257849,257849,257849,257849,257849,257849,257849,257849,257849,257849,257849,257849,257922,257922,257922,257922,257922,257922,257922,257922,257922,257922,257922,257922,257922,257904,257904,257904,257904,257904,257904,257904,257904,257904,257904,257904,257904,257904,257703,257703,257703,257703,257703,257703,257703,257703,257703,257703,257703,257703,257703,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257609,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257616,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,257573,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0,252390.0
2002-06-01,,,,,,,,,,,,,,,271298,272410,272347,272347,272347,272347,272347,272347,272347,272347,269762,269762,269762,269880,270093,270093,270093,270093,270093,270093,270093,270093,269064,269000,269000,269000,269000,269000,269000,269000,269000,269000,269000,269000,269000,269000,261939,261939,261939,261939,261939,261939,261939,261939,261939,261939,261939,261939,261939,260234,260234,260234,260234,260234,260234,260234,260234,260234,260234,260234,260234,260234,260234,260335,260335,260335,260335,260335,260335,260335,260335,260335,260335,260335,260335,260335,260335,260219,260219,260219,260219,260219,260219,260219,260219,260219,260219,260219,260219,260219,260112,260112,260112,260112,260112,260112,260112,260112,260112,260112,260112,260112,260112,260154,260154,260154,260154,260154,260154,260154,260154,260154,260154,260154,260154,260154,260256,260256,260256,260256,260256,260256,260256,260256,260256,260256,260256,260256,260256,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259815,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,259786,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0,253652.0
2002-07-01,,,,,,,,,,,,,,,,275649,275914,276110,276110,276110,276110,276110,276110,276110,274476,274476,274476,274476,272618,272941,272941,272941,272941,272941,272941,272941,271565,271579,271579,271579,271579,271579,271579,271579,271579,271579,271579,271579,271579,271579,264222,264222,264222,264222,264222,264222,264222,264222,264222,264222,264222,264222,264222,263183,263183,263183,263183,263183,263183,263183,263183,263183,263183,263183,263183,263183,263183,263107,263107,263107,263107,263107,263107,263107,263107,263107,263107,263107,263107,263107,263107,263170,263170,263170,263170,263170,263170,263170,263170,263170,263170,263170,263170,263170,263371,263371,263371,263371,263371,263371,263371,263371,263371,263371,263371,263371,263371,263277,263277,263277,263277,263277,263277,263277,263277,263277,263277,263277,263277,263277,263317,263317,263317,263317,263317,263317,263317,263317,263317,263317,263317,263317,263317,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262811,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,262769,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0,257339.0
2002-08-01,,,,,,,,,,,,,,,,,278173,277872,277519,277519,277519,277519,277519,277519,276318,276318,276318,276318,276318,274858,274576,274576,274576,274576,274576,274576,272723,272818,272818,272818,272818,272818,272818,272818,272818,272818,272818,272818,272818,272818,266160,266160,266160,266160,266160,266160,266160,266160,266160,266160,266160,266160,266160,265622,265622,265622,265622,265622,265622,265622,265622,265622,265622,265622,265622,265622,265622,265921,265921,265921,265921,265921,265921,265921,265921,265921,265921,265921,265921,265921,265921,265684,265684,265684,265684,265684,265684,265684,265684,265684,265684,265684,265684,265684,265525,265525,265525,265525,265525,265525,265525,265525,265525,265525,265525,265525,265525,265657,265657,265657,265657,265657,265657,265657,265657,265657,265657,265657,265657,265657,265624,265624,265624,265624,265624,265624,265624,265624,265624,265624,265624,265624,265624,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264986,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,264975,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,265043,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0,259050.0
2002-09-01,,,,,,,,,,,,,,,,,,274405,273479,273048,273048,273048,273048,273048,271307,271307,271307,271307,271307,271307,270435,270361,270361,270361,270361,270361,268939,268978,268978,268978,268978,268978,268978,268978,268978,268978,268978,268978,268978,268978,261314,261314,261314,261314,261314,261314,261314,261314,261314,261314,261314,261314,261314,261276,261276,261276,261276,261276,261276,261276,261276,261276,261276,261276,261276,261276,261276,261111,261111,261111,261111,261111,261111,261111,261111,261111,261111,261111,261111,261111,261111,261087,261087,261087,261087,261087,261087,261087,261087,261087,261087,261087,261087,261087,260939,260939,260939,260939,260939,260939,260939,260939,260939,260939,260939,260939,260939,260912,260912,260912,260912,260912,260912,260912,260912,260912,260912,260912,260912,260912,261037,261037,261037,261037,261037,261037,261037,261037,261037,261037,261037,261037,261037,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260644,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260650,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,260626,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0,254081.0
2002-10-01,,,,,,,,,,,,,,,,,,,273819,273437,273236,273236,273236,273236,271703,271703,271703,271703,271703,271703,271703,272321,272197,272197,272197,272197,270697,270759,270759,270759,270759,270759,270759,270759,270759,270759,270759,270759,270759,270759,262969,262969,262969,262969,262969,262969,262969,262969,262969,262969,262969,262969,262969,262338,262338,262338,262338,262338,262338,262338,262338,262338,262338,262338,262338,262338,262338,262689,262689,262689,262689,262689,262689,262689,262689,262689,262689,262689,262689,262689,262689,262452,262452,262452,262452,262452,262452,262452,262452,262452,262452,262452,262452,262452,262296,262296,262296,262296,262296,262296,262296,262296,262296,262296,262296,262296,262296,262379,262379,262379,262379,262379,262379,262379,262379,262379,262379,262379,262379,262379,262517,262517,262517,262517,262517,262517,262517,262517,262517,262517,262517,262517,262517,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262023,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,262011,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,261953,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0,256131.0
2002-11-01,,,,,,,,,,,,,,,,,,,,274467,275565,274621,274621,274621,273570,273570,273570,273570,273570,273570,273570,273570,273522,273390,273390,273390,271926,271981,271981,271981,271981,271981,271981,271981,271981,271981,271981,271981,271981,271981,263982,263982,263982,263982,263982,263982,263982,263982,263982,263982,263982,263982,263982,263696,263696,263696,263696,263696,263696,263696,263696,263696,263696,263696,263696,263696,263696,263662,263662,263662,263662,263662,263662,263662,263662,263662,263662,263662,263662,263662,263662,264075,264075,264075,264075,264075,264075,264075,264075,264075,264075,264075,264075,264075,264070,264070,264070,264070,264070,264070,264070,264070,264070,264070,264070,264070,264070,264005,264005,264005,264005,264005,264005,264005,264005,264005,264005,264005,264005,264005,264132,264132,264132,264132,264132,264132,264132,264132,264132,264132,264132,264132,264132,263544,263544,263544,263544,263544,263544,263544,263544,263544,263544,263544,263544,263544,263544,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263559,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,263568,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0,256350.0
2002-12-01,,,,,,,,,,,,,,,,,,,,,279015,280128,278830,278830,277100,277100,277100,277100,277100,277100,277100,277100,277100,275943,275763,275763,274328,274481,274481,274481,274481,274481,274481,274481,274481,274481,274481,274481,274481,274481,265895,265895,265895,265895,265895,265895,265895,265895,265895,265895,265895,265895,265895,265963,265963,265963,265963,265963,265963,265963,265963,265963,265963,265963,265963,265963,265963,265980,265980,265980,265980,265980,265980,265980,265980,265980,265980,265980,265980,265980,265980,265944,265944,265944,265944,265944,265944,265944,265944,265944,265944,265944,265944,265944,265938,265938,265938,265938,265938,265938,265938,265938,265938,265938,265938,265938,265938,265945,265945,265945,265945,265945,265945,265945,265945,265945,265945,265945,265945,265945,266168,266168,266168,266168,266168,266168,266168,266168,266168,266168,266168,266168,266168,265808,265808,265808,265808,265808,265808,265808,265808,265808,265808,265808,265808,265808,265808,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265795,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265802,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,265930,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0,259206.0
2003-01-01,,,,,,,,,,,,,,,,,,,,,,276921,279859,280184,278356,278356,278356,278356,278356,278356,278356,278356,278356,278356,278798,277855,276153,276224,276224,276224,276224,276224,276224,276224,276224,276224,276224,276224,276224,276224,267957,267957,267957,267957,267957,267957,267957,267957,267957,267957,267957,267957,267957,267507,267507,267507,267507,267507,267507,267507,267507,267507,267507,267507,267507,267507,267507,267748,267748,267748,267748,267748,267748,267748,267748,267748,267748,267748,267748,267748,267748,267807,267807,267807,267807,267807,267807,267807,267807,267807,267807,267807,267807,267807,267906,267906,267906,267906,267906,267906,267906,267906,267906,267906,267906,267906,267906,267877,267877,267877,267877,267877,267877,267877,267877,267877,267877,267877,267877,267877,267618,267618,267618,267618,267618,267618,267618,267618,267618,267618,267618,267618,267618,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267284,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267276,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,267230,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0,261394.0
2003-02-01,,,,,,,,,,,,,,,,,,,,,,,275125,276014,274427,274066,274066,274066,274066,274066,274066,274066,274066,274066,274066,274675,273437,272984,272887,272887,272887,272887,272887,272887,272887,272887,272887,272887,272887,272887,263642,263642,263642,263642,263642,263642,263642,263642,263642,263642,263642,263642,263642,263887,263887,263887,263887,263887,263887,263887,263887,263887,263887,263887,263887,263887,263887,263721,263721,263721,263721,263721,263721,263721,263721,263721,263721,263721,263721,263721,263721,263891,263891,263891,263891,263891,263891,263891,263891,263891,263891,263891,263891,263891,263915,263915,263915,263915,263915,263915,263915,263915,263915,263915,263915,263915,263915,263841,263841,263841,263841,263841,263841,263841,263841,263841,263841,263841,263841,263841,263601,263601,263601,263601,263601,263601,263601,263601,263601,263601,263601,263601,263601,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263209,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263199,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,263188,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0,257531.0
