date,BOPTIMP_20100413,BOPTIMP_20100512,BOPTIMP_20100610,BOPTIMP_20100713,BOPTIMP_20100811,BOPTIMP_20100909,BOPTIMP_20101014,BOPTIMP_20101110,BOPTIMP_20101210,BOPTIMP_20110113,BOPTIMP_20110211,BOPTIMP_20110310,BOPTIMP_20110412,BOPTIMP_20110511,BOPTIMP_20110609,BOPTIMP_20110712,BOPTIMP_20110811,BOPTIMP_20110908,BOPTIMP_20111013,BOPTIMP_20111110,BOPTIMP_20111209,BOPTIMP_20120113,BOPTIMP_20120210,BOPTIMP_20120309,BOPTIMP_20120412,BOPTIMP_20120510,BOPTIMP_20120608,BOPTIMP_20120711,BOPTIMP_20120809,BOPTIMP_20120911,BOPTIMP_20121011,BOPTIMP_20121108,BOPTIMP_20121211,BOPTIMP_20130111,BOPTIMP_20130208,BOPTIMP_20130307,BOPTIMP_20130405,BOPTIMP_20130502,BOPTIMP_20130604,BOPTIMP_20130703,BOPTIMP_20130806,BOPTIMP_20130904,BOPTIMP_20131024,BOPTIMP_20131114,BOPTIMP_20131204,BOPTIMP_20140107,BOPTIMP_20140206,BOPTIMP_20140307,BOPTIMP_20140403,BOPTIMP_20140506,BOPTIMP_20140604,BOPTIMP_20140703,BOPTIMP_20140806,BOPTIMP_20140904,BOPTIMP_20141003,BOPTIMP_20141104,BOPTIMP_20141205,BOPTIMP_20150107,BOPTIMP_20150205,BOPTIMP_20150306,BOPTIMP_20150402,BOPTIMP_20150505,BOPTIMP_20150603,BOPTIMP_20150707,BOPTIMP_20150805,BOPTIMP_20150903,BOPTIMP_20151006,BOPTIMP_20151104,BOPTIMP_20151204,BOPTIMP_20160106,BOPTIMP_20160205,BOPTIMP_20160304,BOPTIMP_20160405,BOPTIMP_20160504,BOPTIMP_20160603,BOPTIMP_20160706,BOPTIMP_20160805,BOPTIMP_20160902,BOPTIMP_20161005,BOPTIMP_20161104,BOPTIMP_20161206,BOPTIMP_20170106,BOPTIMP_20170207,BOPTIMP_20170307,BOPTIMP_20170404,BOPTIMP_20170504,BOPTIMP_20170602,BOPTIMP_20170706,BOPTIMP_20170804,BOPTIMP_20170906,BOPTIMP_20171005,BOPTIMP_20171103,BOPTIMP_20171205,BOPTIMP_20180105,BOPTIMP_20180206,BOPTIMP_20180307,BOPTIMP_20180405,BOPTIMP_20180503,BOPTIMP_20180606,BOPTIMP_20180706,BOPTIMP_20180803,BOPTIMP_20180905,BOPTIMP_20181005,BOPTIMP_20181102,BOPTIMP_20181206,BOPTIMP_20190206,BOPTIMP_20190306,BOPTIMP_20190327,BOPTIMP_20190417,BOPTIMP_20190509,BOPTIMP_20190606,BOPTIMP_20190703,BOPTIMP_20190802,BOPTIMP_20190904,BOPTIMP_20191004,BOPTIMP_20191105,BOPTIMP_20191205,BOPTIMP_20200107,BOPTIMP_20200205,BOPTIMP_20200306,BOPTIMP_20200402,BOPTIMP_20200604,BOPTIMP_20200702,BOPTIMP_20200805,BOPTIMP_20200903,BOPTIMP_20201006,BOPTIMP_20201104,BOPTIMP_20201204,BOPTIMP_20210107,BOPTIMP_20210205,BOPTIMP_20210305,BOPTIMP_20210407,BOPTIMP_20210504,BOPTIMP_20210608,BOPTIMP_20210702,BOPTIMP_20210805,BOPTIMP_20210902,BOPTIMP_20211005,BOPTIMP_20211104,BOPTIMP_20211207,BOPTIMP_20220106,BOPTIMP_20220208,BOPTIMP_20220308,BOPTIMP_20220405,BOPTIMP_20220504,BOPTIMP_20220607,BOPTIMP_20220707,BOPTIMP_20220804,BOPTIMP_20220907,BOPTIMP_20221005,BOPTIMP_20221103,BOPTIMP_20221206,BOPTIMP_20230105,BOPTIMP_20230207,BOPTIMP_20230308,BOPTIMP_20230405,BOPTIMP_20230504,BOPTIMP_20230607,BOPTIMP_20230706,BOPTIMP_20230808,BOPTIMP_20230906,BOPTIMP_20231005,BOPTIMP_20231107,BOPTIMP_20231206,BOPTIMP_20240109,BOPTIMP_20240207,BOPTIMP_20240307,BOPTIMP_20240404,BOPTIMP_20240502,BOPTIMP_20240606,BOPTIMP_20240703,BOPTIMP_20240806,BOPTIMP_20240904,BOPTIMP_20241008,BOPTIMP_20241105,BOPTIMP_20241205,BOPTIMP_20250107,BOPTIMP_20250205,BOPTIMP_20250306,BOPTIMP_20250403,BOPTIMP_20250506,BOPTIMP_20250605,BOPTIMP_20250703,BOPTIMP_20250805,BOPTIMP_20250904,BOPTIMP_20251119,BOPTIMP_20251211,BOPTIMP_20260108,BOPTIMP_20260129,BOPTIMP_20260219,BOPTIMP_20260312,BOPTIMP_20260402
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230784,230765,230765,231399,231399,231399,231798,231798,231800,231786,231786,231786,232560,232560,232560,232560,232560,232560,232560,232560,232560,232560,232560,232560,233317,233317,233317,233317,233317,233317,233317,233317,233317,233317,233317,233317,232836.0,232836.0,232836.0,232836.0,232836.0,232836.0,232836.0,232836.0,232836.0,232836.0,232836.0,232836.0,233307.0,233307.0,233307.0,233307.0,233307.0,233307.0,233307.0,233307.0,233307.0,233307.0,233307.0,232888.0,232888.0,232888.0,232888.0,232888.0,232888.0,232888.0,232888.0,232888.0,232888.0,232888.0,232888.0,232921.0,232921.0,232921.0,232921.0,232921.0,232921.0,232921.0,232921.0,232921.0,232921.0,232921.0,232921.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0,232923.0
2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230466,229652,230398,230398,230398,230534,230534,230536,230522,230522,230522,230531,230531,230531,230531,230531,230531,230531,230531,230531,230531,230531,230531,230731,230731,230731,230731,230731,230731,230731,230731,230731,230731,230731,230731,230326.0,230326.0,230326.0,230326.0,230326.0,230326.0,230326.0,230326.0,230326.0,230326.0,230326.0,230326.0,230224.0,230224.0,230224.0,230224.0,230224.0,230224.0,230224.0,230224.0,230224.0,230224.0,230224.0,230387.0,230387.0,230387.0,230387.0,230387.0,230387.0,230387.0,230387.0,230387.0,230387.0,230387.0,230387.0,230421.0,230421.0,230421.0,230421.0,230421.0,230421.0,230421.0,230421.0,230421.0,230421.0,230421.0,230421.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0,230420.0
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232414,232896,232896,232896,233189,233189,233191,233177,233177,233177,233320,233320,233320,233320,233320,233320,233320,233320,233320,233320,233320,233320,233181,233181,233181,233181,233181,233181,233181,233181,233181,233181,233181,233181,233283.0,233283.0,233283.0,233283.0,233283.0,233283.0,233283.0,233283.0,233283.0,233283.0,233283.0,233283.0,233402.0,233402.0,233402.0,233402.0,233402.0,233402.0,233402.0,233402.0,233402.0,233402.0,233402.0,233904.0,233904.0,233904.0,233904.0,233904.0,233904.0,233904.0,233904.0,233904.0,233904.0,233904.0,233904.0,233941.0,233941.0,233941.0,233941.0,233941.0,233941.0,233941.0,233941.0,233941.0,233941.0,233941.0,233941.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0,233937.0
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230362,230615,230615,230668,230668,230670,230909,230909,230909,230006,230006,230006,230006,230006,230006,230006,230006,230006,230006,230006,230006,230706,230706,230706,230706,230706,230706,230706,230706,230706,230706,230706,230706,231054.0,231054.0,231054.0,231054.0,231054.0,231054.0,231054.0,231054.0,231054.0,231054.0,231054.0,231054.0,230927.0,230927.0,230927.0,230927.0,230927.0,230927.0,230927.0,230927.0,230927.0,230927.0,230927.0,231137.0,231137.0,231137.0,231137.0,231137.0,231137.0,231137.0,231137.0,231137.0,231137.0,231137.0,231137.0,231176.0,231176.0,231176.0,231176.0,231176.0,231176.0,231176.0,231176.0,231176.0,231176.0,231176.0,231176.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0,231181.0
2015-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233424,232956,232975,232975,232976,233353,233353,233353,231259,231259,231259,231259,231259,231259,231259,231259,231259,231259,231259,231259,231174,231174,231174,231174,231174,231174,231174,231174,231174,231174,231174,231174,231809.0,231809.0,231809.0,231809.0,231809.0,231809.0,231809.0,231809.0,231809.0,231809.0,231809.0,231809.0,231718.0,231718.0,231718.0,231718.0,231718.0,231718.0,231718.0,231718.0,231718.0,231718.0,231718.0,232255.0,232255.0,232255.0,232255.0,232255.0,232255.0,232255.0,232255.0,232255.0,232255.0,232255.0,232255.0,232297.0,232297.0,232297.0,232297.0,232297.0,232297.0,232297.0,232297.0,232297.0,232297.0,232297.0,232297.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0,232289.0
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228708,229222,229222,229224,229611,229611,229611,228622,228622,228622,228622,228622,228622,228622,228622,228622,228622,228622,228622,229325,229325,229325,229325,229325,229325,229325,229325,229325,229325,229325,229325,230316.0,230316.0,230316.0,230316.0,230316.0,230316.0,230316.0,230316.0,230316.0,230316.0,230316.0,230316.0,230204.0,230204.0,230204.0,230204.0,230204.0,230204.0,230204.0,230204.0,230204.0,230204.0,230204.0,230728.0,230728.0,230728.0,230728.0,230728.0,230728.0,230728.0,230728.0,230728.0,230728.0,230728.0,230728.0,230772.0,230772.0,230772.0,230772.0,230772.0,230772.0,230772.0,230772.0,230772.0,230772.0,230772.0,230772.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0,230796.0
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227953,228359,228361,228625,228625,228625,227186,227186,227186,227186,227186,227186,227186,227186,227186,227186,227186,227186,227098,227098,227098,227098,227098,227098,227098,227098,227098,227098,227098,227098,227790.0,227790.0,227790.0,227790.0,227790.0,227790.0,227790.0,227790.0,227790.0,227790.0,227790.0,227790.0,227475.0,227475.0,227475.0,227475.0,227475.0,227475.0,227475.0,227475.0,227475.0,227475.0,227475.0,228591.0,228591.0,228591.0,228591.0,228591.0,228591.0,228591.0,228591.0,228591.0,228591.0,228591.0,228591.0,228637.0,228637.0,228637.0,228637.0,228637.0,228637.0,228637.0,228637.0,228637.0,228637.0,228637.0,228637.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0,228668.0
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224587,224237,224474,224474,224474,224698,224698,224698,224698,224698,224698,224698,224698,224698,224698,224698,224698,224781,224781,224781,224781,224781,224781,224781,224781,224781,224781,224781,224781,224803.0,224803.0,224803.0,224803.0,224803.0,224803.0,224803.0,224803.0,224803.0,224803.0,224803.0,224803.0,224858.0,224858.0,224858.0,224858.0,224858.0,224858.0,224858.0,224858.0,224858.0,224858.0,224858.0,225797.0,225797.0,225797.0,225797.0,225797.0,225797.0,225797.0,225797.0,225797.0,225797.0,225797.0,225797.0,225844.0,225844.0,225844.0,225844.0,225844.0,225844.0,225844.0,225844.0,225844.0,225844.0,225844.0,225844.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0,225870.0
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224854,224983,224983,224983,224561,224561,224561,224561,224561,224561,224561,224561,224561,224561,224561,224561,224044,224044,224044,224044,224044,224044,224044,224044,224044,224044,224044,224044,224249.0,224249.0,224249.0,224249.0,224249.0,224249.0,224249.0,224249.0,224249.0,224249.0,224249.0,224249.0,224275.0,224275.0,224275.0,224275.0,224275.0,224275.0,224275.0,224275.0,224275.0,224275.0,224275.0,225470.0,225470.0,225470.0,225470.0,225470.0,225470.0,225470.0,225470.0,225470.0,225470.0,225470.0,225470.0,225515.0,225515.0,225515.0,225515.0,225515.0,225515.0,225515.0,225515.0,225515.0,225515.0,225515.0,225515.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0,225521.0
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222133,222174,222174,222079,222079,222079,222096,222096,222096,222096,222096,222185,222170,222170,222170,222070,222070,222070,222070,222070,222070,222070,222070,222070,222070,222070,222070,221245.0,221245.0,221245.0,221245.0,221245.0,221245.0,221245.0,221245.0,221245.0,221245.0,221245.0,221245.0,220986.0,220986.0,220986.0,220986.0,220986.0,220986.0,220986.0,220986.0,220986.0,220986.0,220986.0,221135.0,221135.0,221135.0,221135.0,221135.0,221135.0,221135.0,221135.0,221135.0,221135.0,221135.0,221135.0,220997.0,220997.0,220997.0,220997.0,220997.0,220997.0,220997.0,220997.0,220997.0,220997.0,220997.0,220997.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0,220996.0
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225130,225125,226187,226187,226187,226262,226262,226262,226262,226262,226351,226336,226336,226336,226182,226182,226182,226182,226182,226182,226182,226182,226182,226182,226182,226182,226547.0,226547.0,226547.0,226547.0,226547.0,226547.0,226547.0,226547.0,226547.0,226547.0,226547.0,226547.0,225712.0,225712.0,225712.0,225712.0,225712.0,225712.0,225712.0,225712.0,225712.0,225712.0,225712.0,226491.0,226491.0,226491.0,226491.0,226491.0,226491.0,226491.0,226491.0,226491.0,226491.0,226491.0,226491.0,226350.0,226350.0,226350.0,226350.0,226350.0,226350.0,226350.0,226350.0,226350.0,226350.0,226350.0,226350.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0,226339.0
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217061,215709,215709,215709,215729,215729,215729,215729,215729,215817,215802,215802,215802,217277,217277,217277,217277,217277,217277,217277,217277,217277,217277,217277,217277,217704.0,217704.0,217704.0,217704.0,217704.0,217704.0,217704.0,217704.0,217704.0,217704.0,217704.0,217704.0,218338.0,218338.0,218338.0,218338.0,218338.0,218338.0,218338.0,218338.0,218338.0,218338.0,218338.0,218433.0,218433.0,218433.0,218433.0,218433.0,218433.0,218433.0,218433.0,218433.0,218433.0,218433.0,218433.0,218835.0,218835.0,218835.0,218835.0,218835.0,218835.0,218835.0,218835.0,218835.0,218835.0,218835.0,218835.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0,218854.0
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220232,220051,220051,220142,220142,220142,220041,220041,220130,220115,220115,220115,220317,220317,220317,220317,220317,220317,220317,220317,220317,220317,220317,220317,220664.0,220664.0,220664.0,220664.0,220664.0,220664.0,220664.0,220664.0,220664.0,220664.0,220664.0,220664.0,221086.0,221086.0,221086.0,221086.0,221086.0,221086.0,221086.0,221086.0,221086.0,221086.0,221086.0,221119.0,221119.0,221119.0,221119.0,221119.0,221119.0,221119.0,221119.0,221119.0,221119.0,221119.0,221119.0,222160.0,222160.0,222160.0,222160.0,222160.0,222160.0,222160.0,222160.0,222160.0,222160.0,222160.0,222160.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0,222214.0
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223498,223497,223386,223386,223386,223412,223412,223501,223485,223485,223485,223686,223686,223686,223686,223686,223686,223686,223686,223686,223686,223686,223686,223657.0,223657.0,223657.0,223657.0,223657.0,223657.0,223657.0,223657.0,223657.0,223657.0,223657.0,223657.0,223764.0,223764.0,223764.0,223764.0,223764.0,223764.0,223764.0,223764.0,223764.0,223764.0,223764.0,223571.0,223571.0,223571.0,223571.0,223571.0,223571.0,223571.0,223571.0,223571.0,223571.0,223571.0,223571.0,224098.0,224098.0,224098.0,224098.0,224098.0,224098.0,224098.0,224098.0,224098.0,224098.0,224098.0,224098.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0,224156.0
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227661,227579,227579,227579,227723,227723,227811,227796,227796,227796,227605,227605,227605,227605,227605,227605,227605,227605,227605,227605,227605,227605,228054.0,228054.0,228054.0,228054.0,228054.0,228054.0,228054.0,228054.0,228054.0,228054.0,228054.0,228054.0,228325.0,228325.0,228325.0,228325.0,228325.0,228325.0,228325.0,228325.0,228325.0,228325.0,228325.0,227677.0,227677.0,227677.0,227677.0,227677.0,227677.0,227677.0,227677.0,227677.0,227677.0,227677.0,227677.0,228495.0,228495.0,228495.0,228495.0,228495.0,228495.0,228495.0,228495.0,228495.0,228495.0,228495.0,228495.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0,228552.0
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225805,225928,225928,225978,225978,226066,226134,226134,226134,226624,226624,226624,226624,226624,226624,226624,226624,226624,226624,226624,226624,227324.0,227324.0,227324.0,227324.0,227324.0,227324.0,227324.0,227324.0,227324.0,227324.0,227324.0,227324.0,227337.0,227337.0,227337.0,227337.0,227337.0,227337.0,227337.0,227337.0,227337.0,227337.0,227337.0,227487.0,227487.0,227487.0,227487.0,227487.0,227487.0,227487.0,227487.0,227487.0,227487.0,227487.0,227487.0,228058.0,228058.0,228058.0,228058.0,228058.0,228058.0,228058.0,228058.0,228058.0,228058.0,228058.0,228058.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0,228127.0
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228575,228621,228632,228632,228720,228839,228839,228839,228514,228514,228514,228514,228514,228514,228514,228514,228514,228514,228514,228514,229622.0,229622.0,229622.0,229622.0,229622.0,229622.0,229622.0,229622.0,229622.0,229622.0,229622.0,229622.0,229714.0,229714.0,229714.0,229714.0,229714.0,229714.0,229714.0,229714.0,229714.0,229714.0,229714.0,230456.0,230456.0,230456.0,230456.0,230456.0,230456.0,230456.0,230456.0,230456.0,230456.0,230456.0,230456.0,230271.0,230271.0,230271.0,230271.0,230271.0,230271.0,230271.0,230271.0,230271.0,230271.0,230271.0,230271.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0,230319.0
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225635,225940,225940,226028,226236,226236,226236,226588,226588,226588,226588,226588,226588,226588,226588,226588,226588,226588,226588,227868.0,227868.0,227868.0,227868.0,227868.0,227868.0,227868.0,227868.0,227868.0,227868.0,227868.0,227868.0,227757.0,227757.0,227757.0,227757.0,227757.0,227757.0,227757.0,227757.0,227757.0,227757.0,227757.0,227316.0,227316.0,227316.0,227316.0,227316.0,227316.0,227316.0,227316.0,227316.0,227316.0,227316.0,227316.0,227652.0,227652.0,227652.0,227652.0,227652.0,227652.0,227652.0,227652.0,227652.0,227652.0,227652.0,227652.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0,227718.0
