date,PCECC96_19590219,PCECC96_19590515,PCECC96_19590719,PCECC96_19590818,PCECC96_19591113,PCECC96_19600216,PCECC96_19600511,PCECC96_19600722,PCECC96_19600823,PCECC96_19601120,PCECC96_19610219,PCECC96_19610518,PCECC96_19610719,PCECC96_19610818,PCECC96_19611121,PCECC96_19620224,PCECC96_19620518,PCECC96_19620720,PCECC96_19620814,PCECC96_19621120,PCECC96_19630220,PCECC96_19630521,PCECC96_19630722,PCECC96_19630816,PCECC96_19631118,PCECC96_19640117,PCECC96_19640518,PCECC96_19640716,PCECC96_19640818,PCECC96_19641118,PCECC96_19650217,PCECC96_19650514,PCECC96_19650819,PCECC96_19651115,PCECC96_19660113,PCECC96_19660215,PCECC96_19660520,PCECC96_19660715,PCECC96_19660811,PCECC96_19661110,PCECC96_19670113,PCECC96_19670517,PCECC96_19670717,PCECC96_19670814,PCECC96_19671117,PCECC96_19680116,PCECC96_19680215,PCECC96_19680516,PCECC96_19680718,PCECC96_19680815,PCECC96_19681118,PCECC96_19690114,PCECC96_19690214,PCECC96_19690516,PCECC96_19690717,PCECC96_19690814,PCECC96_19691114,PCECC96_19700116,PCECC96_19700213,PCECC96_19700417,PCECC96_19700515,PCECC96_19700717,PCECC96_19700814,PCECC96_19701015,PCECC96_19701113,PCECC96_19710118,PCECC96_19710212,PCECC96_19710415,PCECC96_19710513,PCECC96_19710716,PCECC96_19710820,PCECC96_19711022,PCECC96_19711118,PCECC96_19720114,PCECC96_19720121,PCECC96_19720218,PCECC96_19720419,PCECC96_19720518,PCECC96_19720721,PCECC96_19720818,PCECC96_19721019,PCECC96_19730119,PCECC96_19730220,PCECC96_19730419,PCECC96_19730517,PCECC96_19730719,PCECC96_19730817,PCECC96_19731018,PCECC96_19731116,PCECC96_19740117,PCECC96_19740220,PCECC96_19740418,PCECC96_19740517,PCECC96_19740718,PCECC96_19740822,PCECC96_19741017,PCECC96_19741115,PCECC96_19750116,PCECC96_19750220,PCECC96_19750416,PCECC96_19750520,PCECC96_19750717,PCECC96_19750821,PCECC96_19751020,PCECC96_19751120,PCECC96_19760116,PCECC96_19760120,PCECC96_19760219,PCECC96_19760419,PCECC96_19760520,PCECC96_19760720,PCECC96_19760819,PCECC96_19761019,PCECC96_19761118,PCECC96_19770118,PCECC96_19770218,PCECC96_19770420,PCECC96_19770519,PCECC96_19770721,PCECC96_19770819,PCECC96_19771019,PCECC96_19771117,PCECC96_19771220,PCECC96_19780119,PCECC96_19780221,PCECC96_19780320,PCECC96_19780419,PCECC96_19780518,PCECC96_19780620,PCECC96_19780721,PCECC96_19780818,PCECC96_19780920,PCECC96_19781020,PCECC96_19781121,PCECC96_19781220,PCECC96_19790118,PCECC96_19790222,PCECC96_19790320,PCECC96_19790419,PCECC96_19790518,PCECC96_19790620,PCECC96_19790720,PCECC96_19790817,PCECC96_19790919,PCECC96_19791016,PCECC96_19791120,PCECC96_19800118,PCECC96_19800222,PCECC96_19800319,PCECC96_19800418,PCECC96_19800520,PCECC96_19800618,PCECC96_19800718,PCECC96_19800819,PCECC96_19800919,PCECC96_19801017,PCECC96_19801119,PCECC96_19801223,PCECC96_19810121,PCECC96_19810219,PCECC96_19810318,PCECC96_19810420,PCECC96_19810519,PCECC96_19810618,PCECC96_19810722,PCECC96_19810819,PCECC96_19810918,PCECC96_19811020,PCECC96_19811119,PCECC96_19811218,PCECC96_19820120,PCECC96_19820222,PCECC96_19820319,PCECC96_19820421,PCECC96_19820519,PCECC96_19820621,PCECC96_19820721,PCECC96_19820819,PCECC96_19820921,PCECC96_19821020,PCECC96_19821119,PCECC96_19821221,PCECC96_19830119,PCECC96_19830222,PCECC96_19830321,PCECC96_19830420,PCECC96_19830519,PCECC96_19830621,PCECC96_19830721,PCECC96_19830819,PCECC96_19830921,PCECC96_19831020,PCECC96_19831122,PCECC96_19831221,PCECC96_19840120,PCECC96_19840217,PCECC96_19840320,PCECC96_19840419,PCECC96_19840518,PCECC96_19840620,PCECC96_19840723,PCECC96_19840820,PCECC96_19840920,PCECC96_19841019,PCECC96_19841120,PCECC96_19841219,PCECC96_19850122,PCECC96_19850221,PCECC96_19850418,PCECC96_19850521,PCECC96_19850620,PCECC96_19850718,PCECC96_19850820,PCECC96_19850920,PCECC96_19851017,PCECC96_19851120,PCECC96_19851220,PCECC96_19860122,PCECC96_19860220,PCECC96_19860319,PCECC96_19860417,PCECC96_19860520,PCECC96_19860618,PCECC96_19860722,PCECC96_19860819,PCECC96_19860918,PCECC96_19861022,PCECC96_19861119,PCECC96_19861217,PCECC96_19870122,PCECC96_19870219,PCECC96_19870318,PCECC96_19870423,PCECC96_19870522,PCECC96_19870617,PCECC96_19870724,PCECC96_19870821,PCECC96_19870918,PCECC96_19871023,PCECC96_19871124,PCECC96_19871217,PCECC96_19880127,PCECC96_19880225,PCECC96_19880323,PCECC96_19880426,PCECC96_19880526,PCECC96_19880623,PCECC96_19880727,PCECC96_19880825,PCECC96_19880920,PCECC96_19881026,PCECC96_19881129,PCECC96_19881220,PCECC96_19890127,PCECC96_19890228,PCECC96_19890323,PCECC96_19890426,PCECC96_19890525,PCECC96_19890622,PCECC96_19890727,PCECC96_19890829,PCECC96_19890921,PCECC96_19891026,PCECC96_19891129,PCECC96_19891220,PCECC96_19900126,PCECC96_19900228,PCECC96_19900328,PCECC96_19900427,PCECC96_19900524,PCECC96_19900621,PCECC96_19900727,PCECC96_19900824,PCECC96_19900925,PCECC96_19901030,PCECC96_19901128,PCECC96_19901219,PCECC96_19910125,PCECC96_19910227,PCECC96_19910327,PCECC96_19910426,PCECC96_19910529,PCECC96_19910626,PCECC96_19910726,PCECC96_19910828,PCECC96_19910926,PCECC96_19911029,PCECC96_19911204,PCECC96_19911220,PCECC96_19920129,PCECC96_19920228,PCECC96_19920326,PCECC96_19920428,PCECC96_19920529,PCECC96_19920625,PCECC96_19920730,PCECC96_19920827,PCECC96_19920924,PCECC96_19921027,PCECC96_19921222,PCECC96_19930128,PCECC96_19930226,PCECC96_19930326,PCECC96_19930429,PCECC96_19930623,PCECC96_19930729,PCECC96_19930831,PCECC96_19930929,PCECC96_19931028,PCECC96_19931201,PCECC96_19940128,PCECC96_19940301,PCECC96_19940331,PCECC96_19940428,PCECC96_19940527,PCECC96_19940629,PCECC96_19940729,PCECC96_19940826,PCECC96_19940929,PCECC96_19941028,PCECC96_19941130,PCECC96_19941222,PCECC96_19950127,PCECC96_19950301,PCECC96_19950331,PCECC96_19950428,PCECC96_19950531,PCECC96_19950630,PCECC96_19950728,PCECC96_19950830,PCECC96_19951027,PCECC96_19960119,PCECC96_19960223,PCECC96_19960402,PCECC96_19960502,PCECC96_19960530,PCECC96_19960628,PCECC96_19960801,PCECC96_19960829,PCECC96_19960927,PCECC96_19961030,PCECC96_19961127,PCECC96_19961220,PCECC96_19970131,PCECC96_19970228,PCECC96_19970328,PCECC96_19970430,PCECC96_19970530,PCECC96_19970627,PCECC96_19970731,PCECC96_19970828,PCECC96_19970926,PCECC96_19971031,PCECC96_19971126,PCECC96_19971223,PCECC96_19980130,PCECC96_19980227,PCECC96_19980326,PCECC96_19980430,PCECC96_19980528,PCECC96_19980625,PCECC96_19980731,PCECC96_19980827,PCECC96_19980924,PCECC96_19981030,PCECC96_19981124,PCECC96_19981223,PCECC96_19990129,PCECC96_19990226,PCECC96_19990331,PCECC96_19990430,PCECC96_19990527,PCECC96_19990625,PCECC96_19990729,PCECC96_19990826,PCECC96_19990930,PCECC96_19991028,PCECC96_19991030,PCECC96_19991124,PCECC96_19991222,PCECC96_20000128,PCECC96_20000225,PCECC96_20000330,PCECC96_20000403,PCECC96_20000427,PCECC96_20000525,PCECC96_20000629,PCECC96_20000728,PCECC96_20000825,PCECC96_20000928,PCECC96_20001027,PCECC96_20001129,PCECC96_20001221,PCECC96_20010131,PCECC96_20010228,PCECC96_20010329,PCECC96_20010427,PCECC96_20010525,PCECC96_20010629,PCECC96_20010727,PCECC96_20010829,PCECC96_20010928,PCECC96_20011031,PCECC96_20011130,PCECC96_20011221,PCECC96_20020130,PCECC96_20020228,PCECC96_20020328,PCECC96_20020426,PCECC96_20020524,PCECC96_20020627,PCECC96_20020731,PCECC96_20020829,PCECC96_20020927,PCECC96_20021031,PCECC96_20021126,PCECC96_20021220,PCECC96_20030130,PCECC96_20030228,PCECC96_20030327,PCECC96_20030425,PCECC96_20030529,PCECC96_20030626,PCECC96_20030731,PCECC96_20030828,PCECC96_20030926,PCECC96_20031030,PCECC96_20031125,PCECC96_20031210,PCECC96_20031223,PCECC96_20040130,PCECC96_20040227,PCECC96_20040325,PCECC96_20040429,PCECC96_20040527,PCECC96_20040625,PCECC96_20040730,PCECC96_20040827,PCECC96_20040929,PCECC96_20041029,PCECC96_20041130,PCECC96_20041222,PCECC96_20050128,PCECC96_20050225,PCECC96_20050330,PCECC96_20050428,PCECC96_20050526,PCECC96_20050629,PCECC96_20050729,PCECC96_20050831,PCECC96_20050929,PCECC96_20051028,PCECC96_20051130,PCECC96_20051221,PCECC96_20060127,PCECC96_20060228,PCECC96_20060330,PCECC96_20060428,PCECC96_20060525,PCECC96_20060629,PCECC96_20060728,PCECC96_20060830,PCECC96_20060928,PCECC96_20061027,PCECC96_20061129,PCECC96_20061221,PCECC96_20070131,PCECC96_20070228,PCECC96_20070329,PCECC96_20070427,PCECC96_20070531,PCECC96_20070628,PCECC96_20070727,PCECC96_20070830,PCECC96_20070927,PCECC96_20071031,PCECC96_20071129,PCECC96_20071220,PCECC96_20080130,PCECC96_20080228,PCECC96_20080327,PCECC96_20080430,PCECC96_20080529,PCECC96_20080626,PCECC96_20080731,PCECC96_20080828,PCECC96_20080926,PCECC96_20081030,PCECC96_20081125,PCECC96_20081223,PCECC96_20090130,PCECC96_20090227,PCECC96_20090326,PCECC96_20090429,PCECC96_20090529,PCECC96_20090625,PCECC96_20090731,PCECC96_20090827,PCECC96_20090930,PCECC96_20091029,PCECC96_20091124,PCECC96_20091222,PCECC96_20100129,PCECC96_20100226,PCECC96_20100326,PCECC96_20100430,PCECC96_20100527,PCECC96_20100625,PCECC96_20100730,PCECC96_20100827,PCECC96_20100930,PCECC96_20101029,PCECC96_20101123,PCECC96_20101222,PCECC96_20110128,PCECC96_20110225,PCECC96_20110325,PCECC96_20110428,PCECC96_20110526,PCECC96_20110624,PCECC96_20110729,PCECC96_20110826,PCECC96_20110929,PCECC96_20111027,PCECC96_20111122,PCECC96_20111222,PCECC96_20120127,PCECC96_20120229,PCECC96_20120329,PCECC96_20120427,PCECC96_20120531,PCECC96_20120628,PCECC96_20120727,PCECC96_20120829,PCECC96_20120927,PCECC96_20121026,PCECC96_20121129,PCECC96_20121220,PCECC96_20130130,PCECC96_20130228,PCECC96_20130328,PCECC96_20130426,PCECC96_20130530,PCECC96_20130626,PCECC96_20130731,PCECC96_20130829,PCECC96_20130926,PCECC96_20131107,PCECC96_20131205,PCECC96_20131220,PCECC96_20140130,PCECC96_20140228,PCECC96_20140327,PCECC96_20140430,PCECC96_20140529,PCECC96_20140625,PCECC96_20140730,PCECC96_20140828,PCECC96_20140926,PCECC96_20141030,PCECC96_20141125,PCECC96_20141223,PCECC96_20150130,PCECC96_20150227,PCECC96_20150327,PCECC96_20150429,PCECC96_20150529,PCECC96_20150624,PCECC96_20150730,PCECC96_20150827,PCECC96_20150925,PCECC96_20151029,PCECC96_20151124,PCECC96_20151222,PCECC96_20160129,PCECC96_20160226,PCECC96_20160325,PCECC96_20160428,PCECC96_20160527,PCECC96_20160628,PCECC96_20160729,PCECC96_20160826,PCECC96_20160929,PCECC96_20161028,PCECC96_20161129,PCECC96_20161222,PCECC96_20170127,PCECC96_20170228,PCECC96_20170330,PCECC96_20170428,PCECC96_20170526,PCECC96_20170629,PCECC96_20170728,PCECC96_20170830,PCECC96_20170928,PCECC96_20171027,PCECC96_20171129,PCECC96_20171221,PCECC96_20180126,PCECC96_20180228,PCECC96_20180328,PCECC96_20180427,PCECC96_20180530,PCECC96_20180628,PCECC96_20180727,PCECC96_20180829,PCECC96_20180927,PCECC96_20181026,PCECC96_20181128,PCECC96_20181221,PCECC96_20190228,PCECC96_20190328,PCECC96_20190426,PCECC96_20190530,PCECC96_20190627,PCECC96_20190726,PCECC96_20190829,PCECC96_20190926,PCECC96_20191030,PCECC96_20191127,PCECC96_20191220,PCECC96_20200130,PCECC96_20200227,PCECC96_20200326,PCECC96_20200429,PCECC96_20200528,PCECC96_20200625,PCECC96_20200730,PCECC96_20200827,PCECC96_20200930,PCECC96_20201029,PCECC96_20201125,PCECC96_20201222,PCECC96_20210128,PCECC96_20210225,PCECC96_20210325,PCECC96_20210429,PCECC96_20210527,PCECC96_20210624,PCECC96_20210729,PCECC96_20210826,PCECC96_20210930,PCECC96_20211028,PCECC96_20211124,PCECC96_20211222,PCECC96_20220127,PCECC96_20220224,PCECC96_20220330,PCECC96_20220428,PCECC96_20220526,PCECC96_20220629,PCECC96_20220728,PCECC96_20220825,PCECC96_20220929,PCECC96_20221027,PCECC96_20221130,PCECC96_20221222,PCECC96_20230126,PCECC96_20230223,PCECC96_20230330,PCECC96_20230427,PCECC96_20230525,PCECC96_20230629,PCECC96_20230727,PCECC96_20230830,PCECC96_20230928,PCECC96_20231026,PCECC96_20231129,PCECC96_20231221,PCECC96_20240125,PCECC96_20240228,PCECC96_20240328,PCECC96_20240425,PCECC96_20240530,PCECC96_20240627,PCECC96_20240725,PCECC96_20240829,PCECC96_20240926,PCECC96_20241030,PCECC96_20241127,PCECC96_20241219,PCECC96_20250130,PCECC96_20250227,PCECC96_20250327,PCECC96_20250430,PCECC96_20250529,PCECC96_20250626,PCECC96_20250730,PCECC96_20250828,PCECC96_20250925,PCECC96_20251223,PCECC96_20260122,PCECC96_20260220,PCECC96_20260313,PCECC96_20260409,PCECC96_19581221
1947-01-01,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.7,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,658.1,.,.,.,.,.,.,.,.,.,.,.,.,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,912.1,.,.,.,.,.,.,.,.,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,963.4,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1017.2,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1131.5,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1130.9,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.4,1199.413,1199.413,1199.413,1199.413,1199.413,1199.413,1199.413,1199.413,1199.413,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1274.952,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1277.44,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,1351.397,
1947-04-01,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,669.4,.,.,.,.,.,.,.,.,.,.,.,.,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,928.5,.,.,.,.,.,.,.,.,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,978.7,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1150.2,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1149.7,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.3,1219.329,1219.329,1219.329,1219.329,1219.329,1219.329,1219.329,1219.329,1219.329,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1296.163,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1298.692,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,1373.88,
