model_id,timing_mode,checkpoint_id,revision_target_id,n_seeds,seeds,rmse_min,rmse_median,rmse_max,rmse_range,convergence_rate_min,convergence_rate_median,convergence_rate_max,median_relative_llf_improvement_max
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,5,1;2;3;4;5,0.2421589698249203,0.2421589698249203,0.2421589698249203,0.0,0.4166666666666667,0.5,0.6666666666666666,0.0001583456740597
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,5,1;2;3;4;5,0.2681974785489229,0.2681974785489229,0.2681974785489229,0.0,0.3333333333333333,0.5,0.5,0.0002042771412131
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,5,1;2;3;4;5,0.5869673912010218,0.5869673912010218,0.5869673912010218,0.0,0.5833333333333334,0.5833333333333334,0.6666666666666666,9.921030111502684e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,5,1;2;3;4;5,0.2421589698249203,0.2421589698249203,0.2421589698249203,0.0,0.5,0.5833333333333334,0.6666666666666666,0.0001177182657105
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,5,1;2;3;4;5,0.2681974785489229,0.2681974785489229,0.2681974785489229,0.0,0.3333333333333333,0.5,0.5,0.0001994768211107
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,5,1;2;3;4;5,0.5869673912010218,0.5869673912010218,0.5869673912010218,0.0,0.5,0.5833333333333334,0.6666666666666666,0.0001424350126293
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,5,1;2;3;4;5,0.3980000050289998,0.3989607981597082,0.4023921503485682,0.004392145319568386,0.5833333333333334,0.6666666666666666,0.6666666666666666,9.74657671995586e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,5,1;2;3;4;5,0.2706201690697105,0.270729537393367,0.2708388208716252,0.00021865180191471545,0.5,0.5833333333333334,0.5833333333333334,0.0001247792734758
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,5,1;2;3;4;5,0.5878615851900114,0.5879255533656628,0.5880876048163238,0.00022601962631241257,0.6666666666666666,0.75,0.75,9.723998083024325e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,5,1;2;3;4;5,0.4014675822359897,0.4017573279390506,0.4034224417329829,0.0019548594969932,0.5833333333333334,0.6666666666666666,0.6666666666666666,9.742301446044752e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,5,1;2;3;4;5,0.270676065671205,0.270788457706541,0.2708923135594638,0.0002162478882588026,0.5,0.5833333333333334,0.5833333333333334,0.0001217806786841
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,5,1;2;3;4;5,0.5876892709693736,0.5878459620358883,0.5880698104368267,0.0003805394674530893,0.6666666666666666,0.6666666666666666,0.75,9.818040654472346e-05
monthly_mixed_frequency_kalman_em,exact,pre_advance,DELTA_SA,5,1;2;3;4;5,0.2385584738595018,0.2385584738595018,0.2385584738595018,0.0,1.0,1.0,1.0,9.448204234813744e-05
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,5,1;2;3;4;5,0.2587022962584349,0.2587022962584349,0.2587022962584349,0.0,1.0,1.0,1.0,9.344417099474332e-05
monthly_mixed_frequency_kalman_em,exact,pre_third,DELTA_MT,5,1;2;3;4;5,0.5785632400630882,0.5785632400630882,0.5785632400630882,0.0,1.0,1.0,1.0,9.384653832010424e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,DELTA_SA,5,1;2;3;4;5,0.2387452345121499,0.2387452345121499,0.2387452345121499,0.0,1.0,1.0,1.0,9.464055731008136e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_second,DELTA_TS,5,1;2;3;4;5,0.2587148110256348,0.2587148110256348,0.2587148110256348,0.0,1.0,1.0,1.0,9.333545536690683e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_third,DELTA_MT,5,1;2;3;4;5,0.5784598744747702,0.5784598744747702,0.5784598744747702,0.0,1.0,1.0,1.0,9.22090328105168e-05
revision_dfm_kalman_em,exact,pre_advance,DELTA_SA,5,1;2;3;4;5,0.2182118433100873,0.2182657476621955,0.2184808435745888,0.0002690002645014955,1.0,1.0,1.0,9.575409124456048e-05
revision_dfm_kalman_em,exact,pre_second,DELTA_TS,5,1;2;3;4;5,0.2673793564547344,0.2673896754164933,0.2673980046141422,1.8648159407830267e-05,1.0,1.0,1.0,9.551111538095696e-05
revision_dfm_kalman_em,exact,pre_third,DELTA_MT,5,1;2;3;4;5,0.5874011136066417,0.5874065003018691,0.587422738923488,2.1625316846241027e-05,1.0,1.0,1.0,9.463061706674004e-05
revision_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,5,1;2;3;4;5,0.2183276910674484,0.2183843918924282,0.2185988477317683,0.00027115666431989927,1.0,1.0,1.0,9.57421932164726e-05
revision_dfm_kalman_em,pseudo,pre_second,DELTA_TS,5,1;2;3;4;5,0.26741161566217,0.26742203501864,0.2674300543826385,1.843872046852768e-05,1.0,1.0,1.0,9.550787274245146e-05
revision_dfm_kalman_em,pseudo,pre_third,DELTA_MT,5,1;2;3;4;5,0.5873921348455695,0.5873974529884395,0.5874136389262535,2.1504080684020543e-05,1.0,1.0,1.0,9.586286353342258e-05
