model_id,timing_mode,checkpoint_id,target_id,n_forecasts,n_variance,share_positive_variance,share_finite_sd,min_forecast_variance,median_forecast_variance,max_forecast_variance,mean_forecast_sd,empirical_error_sd,RMSE,mean_sd_to_rmse,mean_sd_to_empirical_error_sd,coverage_68,coverage_90,model_implied_share
ar,exact,pre_advance,A,78,0,0.0,0.0,,,,,1.9541167878311958,1.955340304602206,,,,,0.0
ar,exact,pre_second,S,77,0,0.0,0.0,,,,,2.142638876355383,2.148887281469643,,,,,0.0
ar,exact,pre_third,T,78,0,0.0,0.0,,,,,2.2047299093712596,2.2122920324761766,,,,,0.0
ar,pseudo,pre_advance,A,78,0,0.0,0.0,,,,,1.9541167878311958,1.955340304602206,,,,,0.0
ar,pseudo,pre_second,S,77,0,0.0,0.0,,,,,2.142638876355383,2.148887281469643,,,,,0.0
ar,pseudo,pre_third,T,78,0,0.0,0.0,,,,,2.2047299093712596,2.2122920324761766,,,,,0.0
bridge,exact,pre_advance,A,78,0,0.0,0.0,,,,,1.9700491284905615,1.9583557645187113,,,,,0.0
bridge,exact,pre_second,S,77,0,0.0,0.0,,,,,2.0248639242641286,2.0131103747964807,,,,,0.0
bridge,exact,pre_third,T,78,0,0.0,0.0,,,,,1.99070308891419,1.979610107649695,,,,,0.0
bridge,pseudo,pre_advance,A,78,0,0.0,0.0,,,,,1.9572224617207818,1.9462799776906707,,,,,0.0
bridge,pseudo,pre_second,S,77,0,0.0,0.0,,,,,2.0072077129724435,1.995636816755342,,,,,0.0
bridge,pseudo,pre_third,T,78,0,0.0,0.0,,,,,1.9805838471013433,1.969686033863026,,,,,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,78,78,1.0,1.0,2.725191908164434,3.74324095896682,5.758902864064403,1.9500141022102162,2.299401824377318,2.34248208137426,0.8324563580295157,0.8480527768295928,0.6410256410256411,0.8333333333333334,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,77,77,1.0,1.0,0.3627752552533232,0.4001569970809301,0.4160175590971756,0.6280266095976726,0.5894566898786971,0.5856228395309215,1.0724079854889474,1.0654330002207841,0.7922077922077922,0.922077922077922,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,78,78,1.0,1.0,0.1311035056107093,0.1427342959398292,0.4936208858616679,0.38279786332253646,0.37077674746228956,0.3705892083628562,1.0329439030715821,1.0324214394309328,0.8717948717948718,0.9358974358974359,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,78,78,1.0,1.0,2.7246304381313844,3.743713654271044,5.758902864064403,1.9470344649767692,2.2942083914327847,2.3397095583270446,0.8321692998377762,0.848673761393054,0.6410256410256411,0.8333333333333334,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,77,77,1.0,1.0,0.3627715618822188,0.4001569970809301,0.4151726697051731,0.628007737343482,0.5894491762333985,0.585615200295572,1.0723897484671054,1.0654145644183848,0.7922077922077922,0.922077922077922,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,78,78,1.0,1.0,0.131103475156963,0.14275577381536605,0.4936161904160911,0.3827975491591971,0.370718247378348,0.37053302699152296,1.033099673373933,1.0325835101624259,0.8717948717948718,0.9358974358974359,1.0
